"","pert_iname","mean","n","median","sd","sRGES"
"9066","BRD-K35060373",0.0025903766768888,2,0.0025903766768888,0.000115274194465688,0.0025903766768888
"9067","BRD-K71172276",0.00259076242969985,6,0.102499859932207,0.395413487510659,0.00259076242969985
"9068","BRD-K53315742",0.00263336919846829,1,0.00263336919846829,NA,0.00263336919846829
"9069","BRD-K59977049",0.00271390817933531,1,0.00271390817933531,NA,0.00271390817933531
"9070","BRD-K67118123",0.00282225053252744,8,0.00811342689861901,0.325166307636608,0.00282225053252744
"9071","OM-137",0.00310394909854375,7,0.147925595988459,0.33673584755326,0.00310394909854375
"9072","hexestrol",0.00315852872790395,2,0.00315852872790395,0.804723449749376,0.00315852872790395
"9073","KU-C104122",0.00328523417988211,4,-0.00450041545005175,0.363040421915036,0.00328523417988211
"9074","BRD-K11976754",0.00338078752253934,1,0.00338078752253934,NA,0.00338078752253934
"9075","BRD-K78778188",0.00346930207678282,2,0.00346930207678282,0.0806965663441385,0.00346930207678282
"9076","BRD-K88045846",0.0036558640859943,1,0.0036558640859943,NA,0.0036558640859943
"9077","methoprene-acid",0.00371824669466956,8,0.0107424621026833,0.346451740897893,0.00371824669466956
"9078","BRD-K66142238",0.0037293996772203,1,0.0037293996772203,NA,0.0037293996772203
"9079","BRD-K90417362",0.00397018432023724,2,0.00397018432023724,0.57554915868174,0.00397018432023724
"9080","bis-tyrphostin",0.00405791081601493,7,0.124147612946718,0.286739679534055,0.00405791081601493
"9081","MW-STK33-4A",0.00414001651902127,2,0.00414001651902127,0.327843290295522,0.00414001651902127
"9082","BRD-A25170757",0.00418035491831966,8,0.0727522248278427,0.438566805618756,0.00418035491831966
"9083","ICI-89406",0.00421404980092432,5,-0.0864533434182144,0.381651582426872,0.00421404980092432
"9084","BRD-K44229115",0.00424414881580329,1,0.00424414881580329,NA,0.00424414881580329
"9085","STK-721917",0.00427626806140385,10,0.0682384003203328,0.330362117369246,0.00427626806140385
"9086","BRD-K88114291",0.00429667423810781,2,0.00429667423810781,0.0234682118668447,0.00429667423810781
"9087","BRD-K12738359",0.0044542505050213,1,0.0044542505050213,NA,0.0044542505050213
"9088","BRD-K87113270",0.00449635990622924,3,0.0677192761296467,0.230982278644083,0.00449635990622924
"9089","lansoprazole",0.00452053402282632,6,0.176224818314116,0.398562245140073,0.00452053402282632
"9090","cortisone",0.00468891443566686,19,-0.0609925203798638,0.361619091290149,0.00468891443566686
"9091","BRD-K15232561",0.00481842676633129,1,0.00481842676633129,NA,0.00481842676633129
"9092","BRD-K78738487",0.0049024674420183,1,0.0049024674420183,NA,0.0049024674420183
"9093","isamoltan",0.00497867242848127,2,0.00497867242848127,0.758387278609105,0.00497867242848127
"9094","androstenol",0.00510823513683218,12,-0.103807467312127,0.426468370647128,0.00510823513683218
"9095","BRD-K39701065",0.00514914340678729,1,0.00514914340678729,NA,0.00514914340678729
"9096","ochratoxin-a",0.00518471960510963,15,0.0528615850071436,0.321592963086531,0.00518471960510963
"9097","BRD-K89190195",0.00531658597863977,2,0.00531658597863977,0.179278961111022,0.00531658597863977
"9098","piroxicam",0.00538680333338523,6,0.0926838717449506,0.457505383636218,0.00538680333338523
"9099","mestranol",0.00539327309520402,10,-0.0741123576300669,0.349770693283166,0.00539327309520402
"9100","GS-39783",0.00544931263466578,6,-0.0101118813995714,0.303401542799265,0.00544931263466578
"9101","BRD-K91517665",0.00566135539724351,5,0.104881288045467,0.33259010682115,0.00566135539724351
"9102","prochlorperazine",0.00572216046444753,8,0.0481976031419729,0.286769896817622,0.00572216046444753
"9103","BRD-K23680395",0.00572692305213629,1,0.00572692305213629,NA,0.00572692305213629
"9104","fluorometholone",0.00584463534637138,12,0.055060924989747,0.304840516137333,0.00584463534637138
"9105","eugenol",0.00588794585015089,6,-0.137921991492856,0.304009017448615,0.00588794585015089
"9106","gabexate",0.00590067799141732,8,0.0415573765212622,0.418197660748492,0.00590067799141732
"9107","BRD-A50388635",0.00595689447116951,9,0.0705626523237247,0.392802057447488,0.00595689447116951
"9108","BRD-K47881779",0.00599149453112929,1,0.00599149453112929,NA,0.00599149453112929
"9109","molsidomine",0.00605649823494659,9,0.042759195450598,0.354523658221214,0.00605649823494659
"9110","exemestane",0.00634865752010182,13,-0.0509216460767011,0.33652712817386,0.00634865752010182
"9111","BRD-K02117849",0.0063566825968739,5,0.120041694828073,0.342007859843799,0.0063566825968739
"9112","herniarin",0.00643277089085515,7,-0.0403115107712133,0.290582665324349,0.00643277089085515
"9113","propylpyrazole",0.0064803466886182,5,0.0880556444339581,0.324269232477554,0.0064803466886182
"9114","BRD-K79235952",0.00650682447039427,3,0.0441829100305068,0.373680147082655,0.00650682447039427
"9115","FK-866",0.00651022586034644,19,0.0867526394988963,0.348641800592482,0.00651022586034644
"9116","BRD-K04733502",0.00652878033132205,5,0.0963581628528728,0.284435631478431,0.00652878033132205
"9117","BRD-K25161864",0.00660429112468031,1,0.00660429112468031,NA,0.00660429112468031
"9118","tyrphostin-51",0.0067068512163993,5,-0.199316469171079,0.405380177607506,0.0067068512163993
"9119","BRD-K81068628",0.00673190946556029,1,0.00673190946556029,NA,0.00673190946556029
"9120","dexketoprofen",0.00680298837476537,11,0.108734627559739,0.318770011119237,0.00680298837476537
"9121","BRD-K38519699",0.00686633180527786,3,0.1294246670409,0.3656604544967,0.00686633180527786
"9122","YL-59",0.00691661464285516,6,0.0859220990469647,0.44881754244695,0.00691661464285516
"9123","huperzine-a",0.00700790457684119,8,0.127657786368602,0.393341815918199,0.00700790457684119
"9124","BRD-K26899819",0.00709083318464032,2,0.00709083318464032,0.057590962208372,0.00709083318464032
"9125","BRD-K90826279",0.00711099129938878,32,0.155694105947279,0.379764899480279,0.00711099129938878
"9126","M-344",0.00712929666394478,6,0.128726816530227,0.418231478701181,0.00712929666394478
"9127","kanamycin",0.00720925202900777,2,0.00720925202900777,0.550085232659517,0.00720925202900777
"9128","BRD-K22013971",0.00723809788715429,1,0.00723809788715429,NA,0.00723809788715429
"9129","KU-60019",0.00724081267286635,18,0.136307798585205,0.317499126619406,0.00724081267286635
"9130","BRD-K82685933",0.00732744483055686,13,0.0924502714334258,0.29688154119984,0.00732744483055686
"9131","evodiamine",0.00748597354589753,21,-0.077098290070342,0.377141823579229,0.00748597354589753
"9132","BRD-K62919978",0.00751643527856316,4,-0.0161392640799263,0.317483603090008,0.00751643527856316
"9133","BRD-K49911380",0.0075408009690483,1,0.0075408009690483,NA,0.0075408009690483
"9134","promazine",0.00762318902883568,26,0.0255406244132421,0.376356105459035,0.00762318902883568
"9135","BRD-K65494396",0.00764204908645933,3,0.151600900337816,0.326117430304952,0.00764204908645933
"9136","SA-1459963",0.0077368958789843,1,0.0077368958789843,NA,0.0077368958789843
"9137","BRD-K17906992",0.00782288092214231,1,0.00782288092214231,NA,0.00782288092214231
"9138","tranylcypromine",0.00785439336040365,6,-0.0254905874443231,0.320457668957883,0.00785439336040365
"9139","BRD-K90194420",0.00806449786474331,1,0.00806449786474331,NA,0.00806449786474331
"9140","BRD-K07921357",0.00806692139132135,3,-0.201531015509454,0.39516385582829,0.00806692139132135
"9141","talniflumate",0.00809357471990841,7,0.298214835980615,0.433362696376082,0.00809357471990841
"9142","BRD-K05726929",0.00810904771367081,2,0.00810904771367081,0.267833147529241,0.00810904771367081
"9143","BRD-K70077013",0.00815904362489131,1,0.00815904362489131,NA,0.00815904362489131
"9144","BRD-K02817669",0.00824036126943181,2,0.00824036126943181,0.158541798764663,0.00824036126943181
"9145","BRD-K30640165",0.0083673916515765,3,0.184143625514749,0.536907993983676,0.0083673916515765
"9146","BRD-K24031526",0.00840487816185121,5,0.15176898168919,0.313842667035196,0.00840487816185121
"9147","BRD-K22080587",0.00841143923997858,5,0.118952667738962,0.44315856650872,0.00841143923997858
"9148","BRD-K33720394",0.0084516160842367,5,0.106709172741659,0.297328243451943,0.0084516160842367
"9149","BRD-K78822642",0.00860550971447829,2,0.00860550971447829,0.0711598376072232,0.00860550971447829
"9150","chlormadinone",0.00864886334237945,12,-0.024606409502199,0.361520958798339,0.00864886334237945
"9151","BRD-K24002047",0.0087228164909583,1,0.0087228164909583,NA,0.0087228164909583
"9152","BRD-K84102257",0.00879177221912233,3,0.149196711208225,0.329435568442353,0.00879177221912233
"9153","BRD-K37455698",0.0090589791937063,1,0.0090589791937063,NA,0.0090589791937063
"9154","hexylcaine",0.00919545059808928,4,0.127262094853909,0.309045245821282,0.00919545059808928
"9155","BRD-K77760488",0.00921572316103591,4,0.0593782390677088,0.452944285463684,0.00921572316103591
"9156","BRD-K82206012",0.0092304261385021,9,-0.00846009468582798,0.365467638496477,0.0092304261385021
"9157","BRD-K19405573",0.00924359683544632,2,0.00924359683544632,0.20723870979919,0.00924359683544632
"9158","BRD-K17402942",0.0092706382102723,1,0.0092706382102723,NA,0.0092706382102723
"9159","hydroxychloroquine",0.00929601627324453,3,0.0421064050020731,0.335651021462674,0.00929601627324453
"9160","BRD-K59015387",0.00933561308450931,1,0.00933561308450931,NA,0.00933561308450931
"9161","BRD-K43122204",0.00938463681199331,1,0.00938463681199331,NA,0.00938463681199331
"9162","BL-077",0.00940831637615206,6,0.0743997722407907,0.352859834987852,0.00940831637615206
"9163","BRD-K42743267",0.00955395924550786,4,-0.104562263487751,0.286601576589498,0.00955395924550786
"9164","BRD-K86961442",0.0098346045964008,2,0.0098346045964008,0.0237529601644486,0.0098346045964008
"9165","SB-218795",0.0099013591476283,9,0.00388688125052528,0.318555183338534,0.0099013591476283
"9166","BRD-K59470558",0.009903437390236,20,-0.0685579320391067,0.396961828900493,0.009903437390236
"9167","phenacetin",0.00992398687768357,6,-0.0417461924060985,0.301102567468669,0.00992398687768357
"9168","estradiol",0.00999392742356684,78,0.0515757254021206,0.336593870237106,0.00999392742356684
"9169","BRD-K28073457",0.0100079384900053,1,0.0100079384900053,NA,0.0100079384900053
