"","empirical"
"2014","ENSG00000123737"
"2015","ENSG00000123815"
"2016","ENSG00000123838"
"2017","ENSG00000123843"
"2018","ENSG00000123870"
"2019","ENSG00000123908"
"2020","ENSG00000123933"
"2021","ENSG00000123999"
"2022","ENSG00000124134"
"2023","ENSG00000124177"
"2024","ENSG00000124191"
"2025","ENSG00000124193"
"2026","ENSG00000124203"
"2027","ENSG00000124208"
"2028","ENSG00000124215"
"2029","ENSG00000124216"
"2030","ENSG00000124228"
"2031","ENSG00000124256"
"2032","ENSG00000124299"
"2033","ENSG00000124343"
"2034","ENSG00000124357"
"2035","ENSG00000124370"
"2036","ENSG00000124374"
"2037","ENSG00000124380"
"2038","ENSG00000124406"
"2039","ENSG00000124422"
"2040","ENSG00000124444"
"2041","ENSG00000124459"
"2042","ENSG00000124479"
"2043","ENSG00000124491"
"2044","ENSG00000124496"
"2045","ENSG00000124508"
"2046","ENSG00000124523"
"2047","ENSG00000124570"
"2048","ENSG00000124574"
"2049","ENSG00000124587"
"2050","ENSG00000124588"
"2051","ENSG00000124596"
"2052","ENSG00000124602"
"2053","ENSG00000124608"
"2054","ENSG00000124613"
"2055","ENSG00000124614"
"2056","ENSG00000124713"
"2057","ENSG00000124743"
"2058","ENSG00000124749"
"2059","ENSG00000124772"
"2060","ENSG00000124780"
"2061","ENSG00000124782"
"2062","ENSG00000124784"
"2063","ENSG00000124785"
"2064","ENSG00000124788"
"2065","ENSG00000124789"
"2066","ENSG00000124795"
"2067","ENSG00000124813"
"2068","ENSG00000124839"
"2069","ENSG00000124882"
"2070","ENSG00000124920"
"2071","ENSG00000124935"
"2072","ENSG00000124939"
"2073","ENSG00000124942"
"2074","ENSG00000125046"
"2075","ENSG00000125144"
"2076","ENSG00000125170"
"2077","ENSG00000125246"
"2078","ENSG00000125266"
"2079","ENSG00000125351"
"2080","ENSG00000125375"
"2081","ENSG00000125378"
"2082","ENSG00000125384"
"2083","ENSG00000125388"
"2084","ENSG00000125409"
"2085","ENSG00000125430"
"2086","ENSG00000125434"
"2087","ENSG00000125450"
"2088","ENSG00000125459"
"2089","ENSG00000125482"
"2090","ENSG00000125485"
"2091","ENSG00000125510"
"2092","ENSG00000125531"
"2093","ENSG00000125551"
"2094","ENSG00000125618"
"2095","ENSG00000125648"
"2096","ENSG00000125650"
"2097","ENSG00000125651"
"2098","ENSG00000125652"
"2099","ENSG00000125656"
"2100","ENSG00000125676"
"2101","ENSG00000125691"
"2102","ENSG00000125734"
"2103","ENSG00000125740"
"2104","ENSG00000125744"
"2105","ENSG00000125746"
"2106","ENSG00000125755"
"2107","ENSG00000125775"
"2108","ENSG00000125810"
"2109","ENSG00000125821"
"2110","ENSG00000125826"
"2111","ENSG00000125827"
"2112","ENSG00000125850"
"2113","ENSG00000125871"
"2114","ENSG00000125875"
"2115","ENSG00000125895"
"2116","ENSG00000125910"
"2117","ENSG00000125912"
"2118","ENSG00000125931"
"2119","ENSG00000125952"
"2120","ENSG00000125962"
"2121","ENSG00000125965"
"2122","ENSG00000125966"
"2123","ENSG00000126005"
"2124","ENSG00000126012"
"2125","ENSG00000126062"
"2126","ENSG00000126070"
"2127","ENSG00000126088"
"2128","ENSG00000126106"
"2129","ENSG00000126107"
"2130","ENSG00000126216"
"2131","ENSG00000126243"
"2132","ENSG00000126246"
"2133","ENSG00000126254"
"2134","ENSG00000126261"
"2135","ENSG00000126353"
"2136","ENSG00000126391"
"2137","ENSG00000126457"
"2138","ENSG00000126458"
"2139","ENSG00000126461"
"2140","ENSG00000126464"
"2141","ENSG00000126522"
"2142","ENSG00000126524"
"2143","ENSG00000126603"
"2144","ENSG00000126653"
"2145","ENSG00000126746"
"2146","ENSG00000126749"
"2147","ENSG00000126756"
"2148","ENSG00000126773"
"2149","ENSG00000126804"
"2150","ENSG00000126821"
"2151","ENSG00000126858"
"2152","ENSG00000126870"
"2153","ENSG00000126878"
"2154","ENSG00000126883"
"2155","ENSG00000126903"
"2156","ENSG00000126934"
"2157","ENSG00000126947"
"2158","ENSG00000126950"
"2159","ENSG00000126970"
"2160","ENSG00000127081"
"2161","ENSG00000127083"
"2162","ENSG00000127124"
"2163","ENSG00000127129"
"2164","ENSG00000127152"
"2165","ENSG00000127220"
"2166","ENSG00000127249"
"2167","ENSG00000127324"
"2168","ENSG00000127399"
"2169","ENSG00000127418"
"2170","ENSG00000127445"
"2171","ENSG00000127481"
"2172","ENSG00000127483"
"2173","ENSG00000127507"
"2174","ENSG00000127578"
"2175","ENSG00000127580"
"2176","ENSG00000127586"
"2177","ENSG00000127603"
"2178","ENSG00000127663"
"2179","ENSG00000127666"
"2180","ENSG00000127720"
"2181","ENSG00000127743"
"2182","ENSG00000127774"
"2183","ENSG00000127804"
"2184","ENSG00000127837"
"2185","ENSG00000127884"
"2186","ENSG00000127903"
"2187","ENSG00000127914"
"2188","ENSG00000127947"
"2189","ENSG00000127948"
"2190","ENSG00000127951"
"2191","ENSG00000127980"
"2192","ENSG00000127993"
"2193","ENSG00000128191"
"2194","ENSG00000128266"
"2195","ENSG00000128272"
"2196","ENSG00000128274"
"2197","ENSG00000128283"
"2198","ENSG00000128284"
"2199","ENSG00000128294"
"2200","ENSG00000128298"
"2201","ENSG00000128309"
"2202","ENSG00000128311"
"2203","ENSG00000128335"
"2204","ENSG00000128342"
"2205","ENSG00000128383"
"2206","ENSG00000128394"
"2207","ENSG00000128487"
"2208","ENSG00000128510"
"2209","ENSG00000128512"
"2210","ENSG00000128534"
"2211","ENSG00000128536"
"2212","ENSG00000128563"
"2213","ENSG00000128567"
"2214","ENSG00000128578"
"2215","ENSG00000128585"
"2216","ENSG00000128590"
"2217","ENSG00000128602"
"2218","ENSG00000128606"
"2219","ENSG00000128641"
"2220","ENSG00000128645"
"2221","ENSG00000128656"
"2222","ENSG00000128699"
"2223","ENSG00000128731"
"2224","ENSG00000128739"
"2225","ENSG00000128805"
"2226","ENSG00000128833"
"2227","ENSG00000128849"
"2228","ENSG00000128891"
"2229","ENSG00000128908"
"2230","ENSG00000128915"
"2231","ENSG00000128923"
"2232","ENSG00000128928"
"2233","ENSG00000128951"
"2234","ENSG00000128965"
"2235","ENSG00000129003"
"2236","ENSG00000129007"
"2237","ENSG00000129009"
"2238","ENSG00000129048"
"2239","ENSG00000129116"
"2240","ENSG00000129151"
"2241","ENSG00000129158"
"2242","ENSG00000129167"
"2243","ENSG00000129187"
"2244","ENSG00000129194"
"2245","ENSG00000129245"
"2246","ENSG00000129250"
"2247","ENSG00000129315"
"2248","ENSG00000129347"
"2249","ENSG00000129351"
"2250","ENSG00000129353"
"2251","ENSG00000129422"
"2252","ENSG00000129450"
"2253","ENSG00000129451"
"2254","ENSG00000129455"
"2255","ENSG00000129460"
"2256","ENSG00000129465"
"2257","ENSG00000129472"
"2258","ENSG00000129473"
"2259","ENSG00000129474"
"2260","ENSG00000129484"
"2261","ENSG00000129518"
"2262","ENSG00000129534"
"2263","ENSG00000129535"
"2264","ENSG00000129538"
"2265","ENSG00000129566"
"2266","ENSG00000129595"
"2267","ENSG00000129646"
"2268","ENSG00000129667"
"2269","ENSG00000129675"
"2270","ENSG00000129682"
"2271","ENSG00000129749"
"2272","ENSG00000129932"
"2273","ENSG00000129933"
"2274","ENSG00000129951"
"2275","ENSG00000129993"
"2276","ENSG00000130023"
"2277","ENSG00000130038"
"2278","ENSG00000130045"
"2279","ENSG00000130066"
"2280","ENSG00000130150"
"2281","ENSG00000130159"
"2282","ENSG00000130164"
"2283","ENSG00000130177"
"2284","ENSG00000130201"
"2285","ENSG00000130203"
"2286","ENSG00000130222"
"2287","ENSG00000130227"
"2288","ENSG00000130234"
"2289","ENSG00000130244"
"2290","ENSG00000130255"
"2291","ENSG00000130299"
"2292","ENSG00000130300"
"2293","ENSG00000130305"
"2294","ENSG00000130309"
"2295","ENSG00000130311"
"2296","ENSG00000130312"
"2297","ENSG00000130313"
"2298","ENSG00000130332"
"2299","ENSG00000130340"
"2300","ENSG00000130382"
"2301","ENSG00000130402"
"2302","ENSG00000130414"
"2303","ENSG00000130449"
"2304","ENSG00000130475"
"2305","ENSG00000130479"
"2306","ENSG00000130508"
"2307","ENSG00000130511"
"2308","ENSG00000130513"
"2309","ENSG00000130517"
"2310","ENSG00000130522"
"2311","ENSG00000130529"
"2312","ENSG00000130540"
"2313","ENSG00000130558"
"2314","ENSG00000130560"
"2315","ENSG00000130584"
"2316","ENSG00000130592"
"2317","ENSG00000130600"
"2318","ENSG00000130612"
"2319","ENSG00000130640"
"2320","ENSG00000130703"
"2321","ENSG00000130707"
"2322","ENSG00000130713"
"2323","ENSG00000130714"
"2324","ENSG00000130717"
"2325","ENSG00000130723"
"2326","ENSG00000130734"
"2327","ENSG00000130748"
"2328","ENSG00000130751"
"2329","ENSG00000130755"
"2330","ENSG00000130762"
"2331","ENSG00000130764"
"2332","ENSG00000130766"
"2333","ENSG00000130775"
"2334","ENSG00000130779"
"2335","ENSG00000130803"
"2336","ENSG00000130810"
"2337","ENSG00000130821"
"2338","ENSG00000130827"
"2339","ENSG00000130829"
"2340","ENSG00000130830"
"2341","ENSG00000130844"
"2342","ENSG00000130856"
"2343","ENSG00000130921"
"2344","ENSG00000130940"
"2345","ENSG00000130958"
"2346","ENSG00000130962"
"2347","ENSG00000130997"
"2348","ENSG00000131013"
"2349","ENSG00000131023"
"2350","ENSG00000131037"
"2351","ENSG00000131042"
"2352","ENSG00000131044"
"2353","ENSG00000131061"
"2354","ENSG00000131069"
"2355","ENSG00000131089"
"2356","ENSG00000131100"
"2357","ENSG00000131115"
"2358","ENSG00000131148"
"2359","ENSG00000131149"
"2360","ENSG00000131188"
"2361","ENSG00000131196"
"2362","ENSG00000131269"
"2363","ENSG00000131373"
"2364","ENSG00000131374"
"2365","ENSG00000131375"
"2366","ENSG00000131378"
"2367","ENSG00000131381"
"2368","ENSG00000131389"
"2369","ENSG00000131398"
"2370","ENSG00000131408"
"2371","ENSG00000131437"
"2372","ENSG00000131446"
"2373","ENSG00000131469"
"2374","ENSG00000131473"
"2375","ENSG00000131477"
"2376","ENSG00000131503"
"2377","ENSG00000131620"
"2378","ENSG00000131668"
"2379","ENSG00000131711"
"2380","ENSG00000131725"
"2381","ENSG00000131732"
"2382","ENSG00000131748"
"2383","ENSG00000131771"
"2384","ENSG00000131773"
"2385","ENSG00000131778"
"2386","ENSG00000131781"
"2387","ENSG00000131828"
"2388","ENSG00000131831"
"2389","ENSG00000131848"
"2390","ENSG00000131873"
"2391","ENSG00000131876"
"2392","ENSG00000131899"
"2393","ENSG00000131941"
"2394","ENSG00000131943"
"2395","ENSG00000131966"
"2396","ENSG00000131981"
"2397","ENSG00000132000"
"2398","ENSG00000132003"
"2399","ENSG00000132005"
"2400","ENSG00000132016"
"2401","ENSG00000132128"
"2402","ENSG00000132141"
"2403","ENSG00000132153"
"2404","ENSG00000132155"
"2405","ENSG00000132196"
"2406","ENSG00000132207"
"2407","ENSG00000132256"
"2408","ENSG00000132275"
"2409","ENSG00000132300"
"2410","ENSG00000132321"
"2411","ENSG00000132326"
"2412","ENSG00000132330"
"2413","ENSG00000132356"
"2414","ENSG00000132357"
"2415","ENSG00000132359"
"2416","ENSG00000132361"
"2417","ENSG00000132376"
"2418","ENSG00000132394"
"2419","ENSG00000132405"
"2420","ENSG00000132406"
"2421","ENSG00000132465"
"2422","ENSG00000132470"
"2423","ENSG00000132471"
"2424","ENSG00000132475"
"2425","ENSG00000132481"
"2426","ENSG00000132514"
"2427","ENSG00000132517"
"2428","ENSG00000132522"
"2429","ENSG00000132530"
"2430","ENSG00000132549"
"2431","ENSG00000132563"
"2432","ENSG00000132589"
"2433","ENSG00000132604"
"2434","ENSG00000132612"
"2435","ENSG00000132613"
"2436","ENSG00000132639"
"2437","ENSG00000132640"
"2438","ENSG00000132688"
"2439","ENSG00000132692"
"2440","ENSG00000132704"
"2441","ENSG00000132716"
"2442","ENSG00000132718"
"2443","ENSG00000132740"
"2444","ENSG00000132768"
"2445","ENSG00000132773"
"2446","ENSG00000132780"
"2447","ENSG00000132819"
"2448","ENSG00000132823"
"2449","ENSG00000132846"
"2450","ENSG00000132849"
"2451","ENSG00000132854"
"2452","ENSG00000132881"
"2453","ENSG00000132906"
"2454","ENSG00000132950"
"2455","ENSG00000132952"
"2456","ENSG00000132953"
"2457","ENSG00000132965"
"2458","ENSG00000132967"
"2459","ENSG00000132975"
"2460","ENSG00000133026"
"2461","ENSG00000133028"
"2462","ENSG00000133048"
"2463","ENSG00000133056"
"2464","ENSG00000133065"
"2465","ENSG00000133067"
"2466","ENSG00000133069"
"2467","ENSG00000133083"
"2468","ENSG00000133111"
"2469","ENSG00000133112"
"2470","ENSG00000133114"
"2471","ENSG00000133121"
"2472","ENSG00000133134"
"2473","ENSG00000133135"
"2474","ENSG00000133142"
"2475","ENSG00000133243"
"2476","ENSG00000133246"
"2477","ENSG00000133247"
"2478","ENSG00000133265"
"2479","ENSG00000133315"
"2480","ENSG00000133316"
"2481","ENSG00000133398"
"2482","ENSG00000133477"
"2483","ENSG00000133561"
"2484","ENSG00000133574"
"2485","ENSG00000133619"
"2486","ENSG00000133627"
"2487","ENSG00000133639"
"2488","ENSG00000133640"
"2489","ENSG00000133641"
"2490","ENSG00000133661"
"2491","ENSG00000133731"
"2492","ENSG00000133740"
"2493","ENSG00000133773"
"2494","ENSG00000133789"
"2495","ENSG00000133812"
"2496","ENSG00000133818"
"2497","ENSG00000133835"
"2498","ENSG00000133874"
"2499","ENSG00000133884"
"2500","ENSG00000133937"
"2501","ENSG00000133943"
"2502","ENSG00000133961"
"2503","ENSG00000133962"
"2504","ENSG00000133997"
"2505","ENSG00000134014"
"2506","ENSG00000134020"
"2507","ENSG00000134042"
"2508","ENSG00000134046"
"2509","ENSG00000134056"
"2510","ENSG00000134107"
"2511","ENSG00000134146"
"2512","ENSG00000134152"
"2513","ENSG00000134184"
"2514","ENSG00000134198"
"2515","ENSG00000134201"
"2516","ENSG00000134240"
"2517","ENSG00000134242"
"2518","ENSG00000134243"
"2519","ENSG00000134253"
"2520","ENSG00000134255"
"2521","ENSG00000134262"
"2522","ENSG00000134265"
"2523","ENSG00000134285"
"2524","ENSG00000134294"
"2525","ENSG00000134297"
"2526","ENSG00000134313"
"2527","ENSG00000134317"
"2528","ENSG00000134318"
"2529","ENSG00000134339"
"2530","ENSG00000134343"
"2531","ENSG00000134363"
"2532","ENSG00000134369"
"2533","ENSG00000134419"
"2534","ENSG00000134443"
"2535","ENSG00000134444"
"2536","ENSG00000134452"
"2537","ENSG00000134453"
"2538","ENSG00000134461"
"2539","ENSG00000134508"
"2540","ENSG00000134516"
"2541","ENSG00000134533"
"2542","ENSG00000134539"
"2543","ENSG00000134545"
"2544","ENSG00000134590"
"2545","ENSG00000134644"
"2546","ENSG00000134686"
"2547","ENSG00000134748"
"2548","ENSG00000134757"
"2549","ENSG00000134762"
"2550","ENSG00000134765"
"2551","ENSG00000134769"
"2552","ENSG00000134775"
"2553","ENSG00000134815"
"2554","ENSG00000134817"
"2555","ENSG00000134827"
"2556","ENSG00000134864"
"2557","ENSG00000134871"
"2558","ENSG00000134897"
"2559","ENSG00000134899"
"2560","ENSG00000134900"
"2561","ENSG00000134901"
"2562","ENSG00000134905"
"2563","ENSG00000134917"
"2564","ENSG00000134954"
"2565","ENSG00000134987"
"2566","ENSG00000135045"
"2567","ENSG00000135047"
"2568","ENSG00000135049"
"2569","ENSG00000135069"
"2570","ENSG00000135083"
"2571","ENSG00000135093"
"2572","ENSG00000135097"
"2573","ENSG00000135111"
"2574","ENSG00000135185"
"2575","ENSG00000135205"
"2576","ENSG00000135245"
"2577","ENSG00000135253"
"2578","ENSG00000135272"
"2579","ENSG00000135297"
"2580","ENSG00000135314"
"2581","ENSG00000135315"
"2582","ENSG00000135324"
"2583","ENSG00000135333"
"2584","ENSG00000135334"
"2585","ENSG00000135338"
"2586","ENSG00000135341"
"2587","ENSG00000135362"
"2588","ENSG00000135365"
"2589","ENSG00000135373"
"2590","ENSG00000135374"
"2591","ENSG00000135407"
"2592","ENSG00000135414"
"2593","ENSG00000135423"
"2594","ENSG00000135436"
"2595","ENSG00000135439"
"2596","ENSG00000135447"
"2597","ENSG00000135452"
"2598","ENSG00000135454"
"2599","ENSG00000135480"
"2600","ENSG00000135482"
"2601","ENSG00000135521"
"2602","ENSG00000135541"
"2603","ENSG00000135547"
"2604","ENSG00000135597"
"2605","ENSG00000135622"
"2606","ENSG00000135631"
"2607","ENSG00000135632"
"2608","ENSG00000135636"
"2609","ENSG00000135637"
"2610","ENSG00000135643"
"2611","ENSG00000135655"
"2612","ENSG00000135678"
"2613","ENSG00000135686"
"2614","ENSG00000135698"
"2615","ENSG00000135720"
"2616","ENSG00000135749"
"2617","ENSG00000135766"
"2618","ENSG00000135821"
"2619","ENSG00000135828"
"2620","ENSG00000135842"
"2621","ENSG00000135862"
"2622","ENSG00000135905"
"2623","ENSG00000135912"
"2624","ENSG00000135914"
"2625","ENSG00000135916"
"2626","ENSG00000135924"
"2627","ENSG00000135925"
"2628","ENSG00000135929"
"2629","ENSG00000135951"
"2630","ENSG00000135966"
"2631","ENSG00000135968"
"2632","ENSG00000135972"
"2633","ENSG00000135974"
"2634","ENSG00000135999"
"2635","ENSG00000136010"
"2636","ENSG00000136048"
"2637","ENSG00000136051"
"2638","ENSG00000136104"
"2639","ENSG00000136143"
"2640","ENSG00000136144"
"2641","ENSG00000136146"
"2642","ENSG00000136147"
"2643","ENSG00000136152"
"2644","ENSG00000136153"
"2645","ENSG00000136156"
"2646","ENSG00000136169"
"2647","ENSG00000136193"
"2648","ENSG00000136213"
"2649","ENSG00000136235"
"2650","ENSG00000136237"
"2651","ENSG00000136243"
"2652","ENSG00000136270"
"2653","ENSG00000136271"
"2654","ENSG00000136279"
"2655","ENSG00000136280"
"2656","ENSG00000136286"
"2657","ENSG00000136305"
"2658","ENSG00000136378"
"2659","ENSG00000136381"
"2660","ENSG00000136383"
"2661","ENSG00000136404"
"2662","ENSG00000136425"
"2663","ENSG00000136436"
"2664","ENSG00000136444"
"2665","ENSG00000136448"
"2666","ENSG00000136449"
"2667","ENSG00000136450"
"2668","ENSG00000136451"
"2669","ENSG00000136457"
"2670","ENSG00000136490"
"2671","ENSG00000136504"
"2672","ENSG00000136527"
"2673","ENSG00000136531"
"2674","ENSG00000136536"
"2675","ENSG00000136541"
"2676","ENSG00000136560"
"2677","ENSG00000136573"
"2678","ENSG00000136682"
"2679","ENSG00000136709"
"2680","ENSG00000136718"
"2681","ENSG00000136783"
"2682","ENSG00000136802"
"2683","ENSG00000136807"
"2684","ENSG00000136828"
"2685","ENSG00000136840"
"2686","ENSG00000136856"
"2687","ENSG00000136859"
"2688","ENSG00000136861"
"2689","ENSG00000136866"
"2690","ENSG00000136867"
"2691","ENSG00000136869"
"2692","ENSG00000136870"
"2693","ENSG00000136874"
"2694","ENSG00000136877"
"2695","ENSG00000136878"
"2696","ENSG00000136883"
"2697","ENSG00000136891"
"2698","ENSG00000136895"
"2699","ENSG00000136925"
"2700","ENSG00000136932"
"2701","ENSG00000136935"
"2702","ENSG00000136936"
"2703","ENSG00000136942"
"2704","ENSG00000136943"
"2705","ENSG00000136997"
"2706","ENSG00000136999"
"2707","ENSG00000137054"
"2708","ENSG00000137075"
"2709","ENSG00000137076"
"2710","ENSG00000137077"
"2711","ENSG00000137094"
"2712","ENSG00000137100"
"2713","ENSG00000137101"
"2714","ENSG00000137103"
"2715","ENSG00000137106"
"2716","ENSG00000137135"
"2717","ENSG00000137145"
"2718","ENSG00000137154"
"2719","ENSG00000137171"
"2720","ENSG00000137177"
"2721","ENSG00000137185"
"2722","ENSG00000137198"
"2723","ENSG00000137200"
"2724","ENSG00000137266"
"2725","ENSG00000137267"
"2726","ENSG00000137269"
"2727","ENSG00000137274"
"2728","ENSG00000137275"
"2729","ENSG00000137285"
"2730","ENSG00000137337"
"2731","ENSG00000137338"
"2732","ENSG00000137343"
"2733","ENSG00000137393"
"2734","ENSG00000137409"
"2735","ENSG00000137411"
"2736","ENSG00000137413"
"2737","ENSG00000137440"
"2738","ENSG00000137449"
"2739","ENSG00000137462"
"2740","ENSG00000137478"
"2741","ENSG00000137486"
"2742","ENSG00000137491"
"2743","ENSG00000137496"
"2744","ENSG00000137497"
"2745","ENSG00000137500"
"2746","ENSG00000137558"
"2747","ENSG00000137575"
"2748","ENSG00000137601"
"2749","ENSG00000137642"
"2750","ENSG00000137656"
"2751","ENSG00000137673"
"2752","ENSG00000137691"
"2753","ENSG00000137693"
"2754","ENSG00000137700"
"2755","ENSG00000137709"
"2756","ENSG00000137710"
"2757","ENSG00000137713"
"2758","ENSG00000137714"
"2759","ENSG00000137752"
"2760","ENSG00000137760"
"2761","ENSG00000137770"
"2762","ENSG00000137776"
"2763","ENSG00000137801"
"2764","ENSG00000137818"
"2765","ENSG00000137821"
"2766","ENSG00000137822"
"2767","ENSG00000137824"
"2768","ENSG00000137841"
"2769","ENSG00000137843"
"2770","ENSG00000137857"
"2771","ENSG00000137868"
"2772","ENSG00000137877"
"2773","ENSG00000137880"
"2774","ENSG00000137936"
"2775","ENSG00000137941"
"2776","ENSG00000137944"
"2777","ENSG00000137947"
"2778","ENSG00000137955"
"2779","ENSG00000137959"
"2780","ENSG00000137962"
"2781","ENSG00000137965"
"2782","ENSG00000137968"
"2783","ENSG00000138002"
"2784","ENSG00000138029"
"2785","ENSG00000138030"
"2786","ENSG00000138032"
"2787","ENSG00000138036"
"2788","ENSG00000138061"
"2789","ENSG00000138073"
"2790","ENSG00000138074"
"2791","ENSG00000138078"
"2792","ENSG00000138079"
"2793","ENSG00000138080"
"2794","ENSG00000138081"
"2795","ENSG00000138092"
"2796","ENSG00000138101"
"2797","ENSG00000138111"
"2798","ENSG00000138115"
"2799","ENSG00000138119"
"2800","ENSG00000138135"
"2801","ENSG00000138138"
"2802","ENSG00000138162"
"2803","ENSG00000138166"
"2804","ENSG00000138172"
"2805","ENSG00000138185"
"2806","ENSG00000138193"
"2807","ENSG00000138271"
"2808","ENSG00000138336"
"2809","ENSG00000138379"
"2810","ENSG00000138386"
"2811","ENSG00000138398"
"2812","ENSG00000138400"
"2813","ENSG00000138411"
"2814","ENSG00000138434"
"2815","ENSG00000138443"
"2816","ENSG00000138587"
"2817","ENSG00000138592"
"2818","ENSG00000138593"
"2819","ENSG00000138613"
"2820","ENSG00000138615"
"2821","ENSG00000138617"
"2822","ENSG00000138621"
"2823","ENSG00000138639"
"2824","ENSG00000138641"
"2825","ENSG00000138642"
"2826","ENSG00000138646"
"2827","ENSG00000138658"
"2828","ENSG00000138668"
"2829","ENSG00000138669"
"2830","ENSG00000138670"
"2831","ENSG00000138686"
"2832","ENSG00000138735"
"2833","ENSG00000138744"
"2834","ENSG00000138750"
"2835","ENSG00000138758"
"2836","ENSG00000138764"
"2837","ENSG00000138767"
"2838","ENSG00000138772"
"2839","ENSG00000138796"
"2840","ENSG00000138798"
"2841","ENSG00000138802"
"2842","ENSG00000138814"
"2843","ENSG00000138835"
"2844","ENSG00000138942"
"2845","ENSG00000138964"
"2846","ENSG00000139083"
"2847","ENSG00000139144"
"2848","ENSG00000139154"
"2849","ENSG00000139163"
"2850","ENSG00000139173"
"2851","ENSG00000139174"
"2852","ENSG00000139182"
"2853","ENSG00000139187"
"2854","ENSG00000139192"
"2855","ENSG00000139193"
"2856","ENSG00000139197"
"2857","ENSG00000139200"
"2858","ENSG00000139209"
"2859","ENSG00000139211"
"2860","ENSG00000139218"
"2861","ENSG00000139220"
"2862","ENSG00000139239"
"2863","ENSG00000139266"
"2864","ENSG00000139278"
"2865","ENSG00000139289"
"2866","ENSG00000139292"
"2867","ENSG00000139304"
"2868","ENSG00000139318"
"2869","ENSG00000139330"
"2870","ENSG00000139344"
"2871","ENSG00000139370"
"2872","ENSG00000139428"
"2873","ENSG00000139436"
"2874","ENSG00000139437"
"2875","ENSG00000139438"
"2876","ENSG00000139505"
"2877","ENSG00000139508"
"2878","ENSG00000139546"
"2879","ENSG00000139613"
"2880","ENSG00000139620"
"2881","ENSG00000139624"
"2882","ENSG00000139637"
"2883","ENSG00000139641"
"2884","ENSG00000139645"
"2885","ENSG00000139651"
"2886","ENSG00000139684"
"2887","ENSG00000139718"
"2888","ENSG00000139722"
"2889","ENSG00000139793"
"2890","ENSG00000139826"
"2891","ENSG00000139832"
"2892","ENSG00000139835"
"2893","ENSG00000139842"
"2894","ENSG00000139865"
"2895","ENSG00000139880"
"2896","ENSG00000139899"
"2897","ENSG00000139910"
"2898","ENSG00000139926"
"2899","ENSG00000139970"
"2900","ENSG00000139971"
"2901","ENSG00000139974"
"2902","ENSG00000139977"
"2903","ENSG00000139990"
"2904","ENSG00000139998"
"2905","ENSG00000140022"
"2906","ENSG00000140043"
"2907","ENSG00000140044"
"2908","ENSG00000140057"
"2909","ENSG00000140153"
"2910","ENSG00000140199"
"2911","ENSG00000140254"
"2912","ENSG00000140262"
"2913","ENSG00000140265"
"2914","ENSG00000140280"
"2915","ENSG00000140287"
"2916","ENSG00000140320"
"2917","ENSG00000140323"
"2918","ENSG00000140326"
"2919","ENSG00000140365"
"2920","ENSG00000140368"
"2921","ENSG00000140374"
"2922","ENSG00000140382"
"2923","ENSG00000140386"
"2924","ENSG00000140391"
"2925","ENSG00000140395"
"2926","ENSG00000140396"
"2927","ENSG00000140450"
"2928","ENSG00000140451"
"2929","ENSG00000140455"
"2930","ENSG00000140463"
"2931","ENSG00000140470"
"2932","ENSG00000140471"
"2933","ENSG00000140511"
"2934","ENSG00000140519"
"2935","ENSG00000140521"
"2936","ENSG00000140527"
"2937","ENSG00000140543"
"2938","ENSG00000140548"
"2939","ENSG00000140553"
"2940","ENSG00000140564"
"2941","ENSG00000140577"
"2942","ENSG00000140612"
"2943","ENSG00000140688"
"2944","ENSG00000140691"
"2945","ENSG00000140718"
"2946","ENSG00000140740"
"2947","ENSG00000140750"
"2948","ENSG00000140807"
"2949","ENSG00000140830"
"2950","ENSG00000140836"
"2951","ENSG00000140848"
"2952","ENSG00000140853"
"2953","ENSG00000140854"
"2954","ENSG00000140876"
"2955","ENSG00000140905"
"2956","ENSG00000140931"
"2957","ENSG00000140939"
"2958","ENSG00000140941"
"2959","ENSG00000140945"
"2960","ENSG00000140948"
"2961","ENSG00000140961"
"2962","ENSG00000140968"
"2963","ENSG00000140992"
"2964","ENSG00000140993"
"2965","ENSG00000141002"
"2966","ENSG00000141012"
"2967","ENSG00000141013"
"2968","ENSG00000141026"
"2969","ENSG00000141027"
"2970","ENSG00000141034"
"2971","ENSG00000141040"
"2972","ENSG00000141076"
"2973","ENSG00000141098"
"2974","ENSG00000141101"
"2975","ENSG00000141127"
"2976","ENSG00000141179"
"2977","ENSG00000141232"
"2978","ENSG00000141252"
"2979","ENSG00000141279"
"2980","ENSG00000141298"
"2981","ENSG00000141314"
"2982","ENSG00000141376"
"2983","ENSG00000141380"
"2984","ENSG00000141384"
"2985","ENSG00000141391"
"2986","ENSG00000141401"
"2987","ENSG00000141433"
"2988","ENSG00000141441"
"2989","ENSG00000141447"
"2990","ENSG00000141448"
"2991","ENSG00000141452"
"2992","ENSG00000141456"
"2993","ENSG00000141458"
"2994","ENSG00000141469"
"2995","ENSG00000141480"
"2996","ENSG00000141499"
"2997","ENSG00000141506"
"2998","ENSG00000141519"
"2999","ENSG00000141522"
"3000","ENSG00000141524"
"3001","ENSG00000141527"
"3002","ENSG00000141542"
"3003","ENSG00000141551"
"3004","ENSG00000141556"
"3005","ENSG00000141562"
"3006","ENSG00000141569"
"3007","ENSG00000141577"
"3008","ENSG00000141579"
"3009","ENSG00000141580"
"3010","ENSG00000141639"
"3011","ENSG00000141642"
"3012","ENSG00000141646"
