"","TCGA-A2-A04P-01","TCGA-A2-A0CW-01","TCGA-A2-A0T5-01","TCGA-A7-A5ZW-01","TCGA-A8-A06T-01","TCGA-A8-A081-01","TCGA-A8-A08F-01","TCGA-AN-A046-01","TCGA-AN-A0AS-01","TCGA-AR-A1AM-01","TCGA-B6-A0IJ-01","TCGA-BH-A0HF-01","TCGA-C8-A12Q-01","TCGA-E2-A10C-01","TCGA-E2-A15P-01","TCGA-E2-A1LS-01","TCGA-E9-A249-01"
"GTEX-XYKS-1326-SM-4BRUN",0.170604395604396,0.0468406593406593,0.335347985347985,0.567261904761905,0.113278388278388,0.0292582417582418,0.018543956043956,0.0906593406593407,0.249130036630037,0.47948717948718,0.124175824175824,0.481135531135531,0.315934065934066,0.204441391941392,0.376282051282051,0.174679487179487,0.149084249084249
"GTEX-Y114-2026-SM-4TT7L",0.0500915750915751,0.169139194139194,0.169276556776557,0.305494505494505,0.216483516483516,0.24720695970696,0.0924908424908425,0.0711538461538462,0.124542124542125,0.451007326007326,0.126007326007326,0.406593406593407,0.419047619047619,0.208699633699634,0.482738095238095,0.160989010989011,0.219826007326007
"GTEX-Y3IK-2326-SM-4WWDT",0.0961996336996337,0.178937728937729,0.289880952380952,0.411996336996337,0.286401098901099,0.338598901098901,0.0477106227106227,0.0106227106227106,0.0143772893772894,0.655448717948718,0.121428571428571,0.408195970695971,0.520787545787546,0.326053113553114,0.631364468864469,0.240750915750916,0.338736263736264
"GTEX-Y5LM-1726-SM-4VDSX",0.280357142857143,0.0689102564102564,0.221840659340659,0.41978021978022,0.182142857142857,0.160622710622711,-0.0992673992673993,0.0204212454212454,0.0437728937728938,0.525915750915751,0.254716117216117,0.24290293040293,0.348351648351648,0.286858974358974,0.46529304029304,0.299542124542125,0.282051282051282
"GTEX-Y5V5-2126-SM-4WWFO",-0.0124542124542125,0.177472527472527,0.181456043956044,0.301465201465201,0.257738095238095,0.286309523809524,0.127335164835165,0.0123168498168498,0.115705128205128,0.479990842490842,0.0798992673992674,0.373305860805861,0.51978021978022,0.156593406593407,0.543543956043956,0.198809523809524,0.284615384615385
"GTEX-Y8LW-1626-SM-5IFHX",-0.0179487179487179,0.0946886446886447,0.19702380952381,0.405128205128205,0.228846153846154,0.187637362637363,0.0308608058608059,0.0560897435897436,0.0623168498168498,0.552518315018315,-0.0457875457875458,0.328388278388278,0.446199633699634,0.201282051282051,0.542857142857143,0.128846153846154,0.310119047619048
"GTEX-YB5K-1626-SM-5IFIN",-0.103159340659341,0.268956043956044,0.156135531135531,0.12967032967033,0.288690476190476,0.213644688644689,0.183562271062271,0.16492673992674,0.192811355311355,0.229990842490842,-0.0841117216117216,0.296611721611722,0.384844322344322,0.121565934065934,0.407051282051282,0.203754578754579,0.29029304029304
"GTEX-YFC4-1426-SM-5IFJG",0.0362179487179487,0.281227106227106,0.363186813186813,0.400274725274725,0.352289377289377,0.314880952380952,0.216620879120879,0.127106227106227,0.15764652014652,0.66790293040293,-0.000778388278388278,0.238507326007326,0.529624542124542,0.34981684981685,0.608287545787546,0.0944139194139194,0.418452380952381
"GTEX-YJ8O-2226-SM-5IFHW",-0.0527472527472527,0.0570054945054945,0.0233516483516483,0.300961538461538,0.075,0.0841575091575091,0.100137362637363,0.0552655677655678,0.200228937728938,0.170604395604396,-0.161767399267399,0.236034798534799,0.286721611721612,0.0214285714285714,0.23040293040293,0.00563186813186813,0.0879120879120879
"GTEX-ZAJG-0626-SM-5HL8X",0.268956043956044,0.0630952380952381,0.301053113553114,0.36529304029304,0.129716117216117,0.131684981684982,-0.00105311355311355,0.0991758241758242,0.0898809523809524,0.522802197802198,0.314468864468864,0.274358974358974,0.331089743589744,0.259935897435897,0.412454212454212,0.232371794871795,0.217399267399267
"GTEX-ZC5H-2626-SM-5J2MG",0.134615384615385,0.166346153846154,0.331410256410256,0.380357142857143,0.241575091575092,0.318635531135531,0.0864010989010989,0.0257326007326007,0.0601648351648352,0.603067765567766,0.250641025641026,0.326053113553114,0.496978021978022,0.261813186813187,0.525686813186813,0.196886446886447,0.301053113553114
"GTEX-ZF29-1926-SM-5S2P1",-0.00480774734174518,0.0264426103795985,0.195354800319579,0.445884224894424,0.220149040182008,0.160029304375232,-0.0495655856898967,0.00194599297165876,0.0178802413042999,0.697833079636832,-0.0503210888435995,0.389290170471595,0.439199166685903,0.242516512338603,0.608523449255176,0.0846163532147152,0.276972034954444
"GTEX-ZF2S-2026-SM-5E461",0.0307692307692308,0.0491758241758242,0.274130036630037,0.527564102564103,0.20952380952381,0.177106227106227,0.00283882783882784,0.00966117216117216,0.0154304029304029,0.741300366300366,-0.0875915750915751,0.352472527472527,0.425869963369963,0.322847985347985,0.590247252747253,0.0869047619047619,0.267490842490842
"GTEX-ZF3C-2326-SM-5S2MZ",-0.00728021978021978,-0.0980311355311355,0.0746336996336996,0.361675824175824,0.0667582417582418,0.0149725274725275,-0.128113553113553,-0.0232142857142857,-0.043040293040293,0.491117216117216,-0.102564102564103,0.43301282051282,0.275915750915751,0.0918040293040293,0.426465201465201,0.0724358974358974,0.118452380952381
"GTEX-ZLV1-1426-SM-4WWES",0.123489010989011,-0.0168956043956044,0.162225274725275,0.367399267399267,0.0858516483516484,0.0309981684981685,-0.095970695970696,-0.0587454212454212,0.00521978021978022,0.621199633699634,0.0190018315018315,0.389148351648352,0.324450549450549,0.195009157509158,0.488324175824176,0.129807692307692,0.111492673992674
"GTEX-ZPIC-1126-SM-5BC7F",-0.0222069597069597,-0.0299908424908425,0.0207417582417582,0.267032967032967,0.128434065934066,0.0114010989010989,-0.0717948717948718,-0.0173534798534799,0.0387820512820513,0.345100732600733,-0.08003663003663,0.330998168498168,0.261217948717949,0.070467032967033,0.355631868131868,0.101144688644689,0.11456043956044
"GTEX-ZQG8-0726-SM-5P9H9",-0.162454212454212,0.0634157509157509,-0.0531593406593407,0.130586080586081,0.114010989010989,-0.0353479853479853,0.0512362637362637,0.0793956043956044,0.0626373626373626,0.171703296703297,-0.227289377289377,0.238553113553114,0.19514652014652,0.0217032967032967,0.229945054945055,0.0517399267399267,0.0470695970695971
"GTEX-ZV6S-1826-SM-5NQ8D",-0.102152014652015,-0.0540750915750916,-0.105906593406593,0.151510989010989,0.0258241758241758,-0.0800824175824176,-0.0442765567765568,-0.0271978021978022,0.094047619047619,0.17481684981685,-0.147481684981685,0.249725274725275,0.148031135531136,-0.0225732600732601,0.221428571428571,-0.0152472527472527,0.0253663003663004
"GTEX-ZVT2-1826-SM-5NQ8W",0.177472527472527,0.00906593406593406,0.344642857142857,0.505128205128205,0.211355311355311,0.0260531135531136,-0.114377289377289,0.13768315018315,0.0610347985347985,0.664102564102564,-0.0658882783882784,0.566941391941392,0.281868131868132,0.313736263736264,0.523855311355311,0.237454212454212,0.246520146520147
