"","TCGA-A2-A04P-01","TCGA-A2-A0CW-01","TCGA-A2-A0T5-01","TCGA-A7-A5ZW-01","TCGA-A8-A06T-01","TCGA-A8-A081-01","TCGA-A8-A08F-01","TCGA-AN-A046-01","TCGA-AN-A0AS-01","TCGA-AR-A1AM-01","TCGA-B6-A0IJ-01","TCGA-BH-A0HF-01","TCGA-C8-A12Q-01","TCGA-E2-A10C-01","TCGA-E2-A15P-01","TCGA-E2-A1LS-01","TCGA-E9-A249-01","GTEX-11EM3-1326-SM-5N9C6","GTEX-1269C-2426-SM-5FQSN","GTEX-12ZZX-1126-SM-5EGKB","GTEX-131XW-0726-SM-5EGK3","GTEX-131YS-0626-SM-5EGKL","GTEX-133LE-1726-SM-5K7VQ","GTEX-1399U-1826-SM-5PNZ1","GTEX-13FTY-2226-SM-5J1ND","GTEX-13N11-1726-SM-5J1OJ","GTEX-13PL6-2926-SM-5L3I2","GTEX-13QIC-2326-SM-5LU5N","GTEX-13W3W-1226-SM-5LU4H","GTEX-14AS3-1626-SM-5S2OY","GTEX-Q2AG-0326-SM-48U1O","GTEX-QDT8-0626-SM-48TYW","GTEX-R53T-1526-SM-48FEK","GTEX-RU1J-0626-SM-4WAWY","GTEX-RU72-0626-SM-46MUI","GTEX-S341-1526-SM-4AD6K","GTEX-S4UY-0726-SM-4AD6X","GTEX-SE5C-2126-SM-4BRUJ","GTEX-T5JW-2026-SM-4DM63","GTEX-T6MO-0326-SM-32QOK","GTEX-TML8-1226-SM-32QON","GTEX-U3ZN-1926-SM-4DXSG","GTEX-UJHI-1426-SM-3DB9C","GTEX-VJWN-0726-SM-3GIJ8","GTEX-WRHU-0326-SM-3MJFY","GTEX-WXYG-2226-SM-4E3IM","GTEX-WYBS-0926-SM-3NM94","GTEX-WYVS-1726-SM-3NMAY","GTEX-X15G-1626-SM-3NMB3","GTEX-XMD2-0926-SM-4WWEF","GTEX-XUJ4-1926-SM-4BOOV","GTEX-XUW1-2326-SM-4BOO5","GTEX-XUZC-1626-SM-4BRVP","GTEX-XYKS-1326-SM-4BRUN","GTEX-Y114-2026-SM-4TT7L","GTEX-Y3IK-2326-SM-4WWDT","GTEX-Y5LM-1726-SM-4VDSX","GTEX-Y5V5-2126-SM-4WWFO","GTEX-Y8LW-1626-SM-5IFHX","GTEX-YB5K-1626-SM-5IFIN","GTEX-YFC4-1426-SM-5IFJG","GTEX-ZAJG-0626-SM-5HL8X","GTEX-ZC5H-2626-SM-5J2MG","GTEX-ZF29-1926-SM-5S2P1","GTEX-ZF2S-2026-SM-5E461","GTEX-ZVT2-1826-SM-5NQ8W","GTEX-ZXES-0826-SM-5E43C"
"ENSG00000004846",-1.08929828490645e-08,0.0499985486239811,0.0400009173779441,0.12000176527429,0.0400009173779441,-1.08929828490645e-08,0.00999963910239443,0.00999963910239443,0.0600019850485141,0.189994102944288,-1.08929828490645e-08,0.0600019850485141,0.250007086426838,-1.08929828490645e-08,0.49000172562106,0.070001829049168,0.0499985486239811,2.54000638398421,0.900000617561454,1.01001191512428,0.579995945145177,2.47000854557863,2.30006222939378,1.15000970664937,0.599984629986704,6.77014587283734,0.729978054906192,1.77004393248278,1.38997838364305,2.72994450940758,1.66998640985821,2.60999555212954,5.53982191964264,0.879991497016321,3.87992351268893,27.8894634033199,7.21000328891862,0.189994102944288,1.27003168930567,0.170003765654827,4.8399829063163,29.8498477744546,14.0101163166307,9.46004800195314,1.92993553475536,4.70989115837993,2.04003369539746,3.14997869551828,3.34004635654242,3.72002478500494,9.00009176402579,1.01001191512428,0.720014410908691,4.97987774264577,4.48988568829443,2.18001546533052,1.37998725005868,0.979982972455252,4.10006895155438,1.92993553475536,8.23018418558667,0.49000172562106,1.56003187903078,6.00997908391969,10.8902678309917,1.27003168930567,1.21000095269371
"ENSG00000006128",-1.08929828490645e-08,0.109997570152457,0.0199995176441048,0.290001803609458,-1.08929828490645e-08,0.0499985486239811,-1.08929828490645e-08,0.0600019850485141,-1.08929828490645e-08,0.760016690419679,0.0199995176441048,0.0199995176441048,0.149997859123288,-1.08929828490645e-08,0.520016150830449,0.170003765654827,0.0199995176441048,4.8399829063163,7.32994915740281,3.44996537817062,1.02001212570719,4.49985784689355,1.22003114516553,4.61006499078849,2.32992082354981,1.92993553475536,2.14998878091476,3.11004658923311,1.21000095269371,2.11993440096778,2.70995280968976,2.84000230099346,0.750007905765057,1.96001422400396,10.2500515253957,1.70995284649547,1.17999266142953,4.70989115837993,4.07993575827863,8.83014192538679,0.530005975086084,3.23991234167204,2.99990989213094,4.1200158144803,3.93000990789402,0.319989942599089,1.6100485820975,8.0999999578717,2.54000638398421,3.610003953953,0.86000886685743,1.73998044684104,1.2500157909149,2.62997948651843,0.760016690419679,1.86998760372706,5.08982685964553,6.2400985814387,2.02004297614263,0.920017197435768,5.5799085257746,17.3097940757453,1.96001422400396,3.87992351268893,3.16991674762324,11.9503360316766,19.7506325840031
"ENSG00000007968",1.23999732009064,1.64995408758484,1.66998640985821,0.500006074241459,2.4299159290955,5.28985177235068,9.18030991259887,0.789972805912032,1.64002816492192,0.530005975086084,15.4101220497201,1.23999732009064,3.25003705541036,2.04003369539746,1.15000970664937,0.430012017414054,1.15000970664937,0.0499985486239811,0.570014782559946,0.0999980959377491,0.329999283681658,0.149997859123288,0.230005643111706,0.0600019850485141,0.189994102944288,0.0600019850485141,0.290001803609458,0.259996072097614,0.109997570152457,0.12999648446659,0.209997820234226,0.159996362719471,0.12000176527429,0.159996362719471,0.230005643111706,0.109997570152457,0.109997570152457,0.339989684235451,1.67997701746978,0.0299997415975628,0.180004817410519,0.200004541059568,0.339989684235451,0.149997859123288,0.230005643111706,0.510001701473436,0.579995945145177,0.259996072097614,0.12000176527429,0.0499985486239811,0.23999915614479,0.170003765654827,0.0899993468124429,0.270006620285588,0.0600019850485141,0.409997065989814,0.0199995176441048,0.159996362719471,0.159996362719471,0.0499985486239811,0.310002913324617,0.180004817410519,0.170003765654827,0.170003765654827,0.140003218630404,0.149997859123288,0.0600019850485141
"ENSG00000011426",9.2300835359197,16.2403539301225,7.02011422940668,5.50994603540403,6.82007913414365,21.5398011084285,23.0794588405894,4.52990738050819,10.7903241758329,2.64002873784804,18.3298273838059,7.06993011199562,22.4607744796192,14.8501217383158,5.31006063352975,3.79005661070673,18.7396618581748,0.520016150830449,0.849981692441949,0.170003765654827,0.800014353581251,0.750007905765057,0.599984629986704,0.250007086426838,0.430012017414054,0.76999852220468,0.820026105473223,1.32999024722374,0.159996362719471,0.700006632830693,1.21000095269371,0.430012017414054,0.339989684235451,0.370002290777625,0.760016690419679,0.670007129332455,0.219997200593687,1.44995220783418,3.940104490076,0.290001803609458,1.57001831529203,0.709989421554317,1.02001212570719,1.50999616619419,0.800014353581251,0.259996072097614,2.71993029879218,0.670007129332455,0.250007086426838,0.250007086426838,0.629994790734718,0.570014782559946,0.319989942599089,0.73997665745523,1.40998240735735,0.750007905765057,0.720014410908691,0.510001701473436,0.520016150830449,0.159996362719471,0.450000206761987,0.500006074241459,0.729978054906192,0.219997200593687,0.629994790734718,0.599984629986704,0.56001062521089
"ENSG00000019505",0.640001660842258,6.52003064695685,13.5704221156585,0.400007187405312,171.824458638276,0.370002290777625,6.83996571662332,31.3708782168082,4.22004438628964,31.7603427417981,0.0800019247705772,0.530005975086084,0.629994790734718,0.0400009173779441,4.0500615363872,0.649986711827789,47.2410609818507,0.149997859123288,0.299992615978837,0.12000176527429,0.259996072097614,0.0800019247705772,0.0400009173779441,0.00999963910239443,0.170003765654827,0.209997820234226,0.56001062521089,0.140003218630404,0.0600019850485141,0.00999963910239443,0.200004541059568,0.0199995176441048,0.0199995176441048,0.109997570152457,0.0499985486239811,0.219997200593687,0.12000176527429,0.140003218630404,0.500006074241459,0.140003218630404,0.12000176527429,0.0800019247705772,0.0400009173779441,0.0499985486239811,0.420002294137507,0.0800019247705772,0.0600019850485141,0.23999915614479,0.109997570152457,-1.08929828490645e-08,0.00999963910239443,0.0400009173779441,0.290001803609458,0.070001829049168,0.0199995176441048,0.140003218630404,0.0299997415975628,0.360007321134089,0.0199995176441048,0.209997820234226,0.339989684235451,0.00999963910239443,0.250007086426838,0.12000176527429,0.440015112700933,0.0299997415975628,0.690020300869277
"ENSG00000024526",2.38997658217291,5.33996340772627,1.76000621404298,0.720014410908691,1.64995408758484,5.75992309979521,6.92009352467991,0.510001701473436,2.98994213650993,0.829988259880406,4.50985214899711,2.00998176533183,3.60000599163782,1.09998895803959,0.959994447211686,0.589987696079665,3.19994968573987,0.0600019850485141,0.12999648446659,0.12000176527429,0.290001803609458,0.159996362719471,0.0299997415975628,0.070001829049168,0.070001829049168,0.0600019850485141,0.12999648446659,0.479997066352972,0.0199995176441048,0.0400009173779441,0.380009797082973,0.12000176527429,0.0600019850485141,0.0499985486239811,0.12000176527429,0.0499985486239811,0.109997570152457,0.200004541059568,0.959994447211686,0.0899993468124429,0.0800019247705772,0.0999980959377491,0.0499985486239811,0.430012017414054,0.12999648446659,0.0299997415975628,0.789972805912032,0.290001803609458,0.0800019247705772,0.0999980959377491,0.0800019247705772,0.0800019247705772,0.219997200593687,0.109997570152457,0.0999980959377491,0.070001829049168,0.159996362719471,0.189994102944288,0.389989020394857,0.180004817410519,0.200004541059568,0.0600019850485141,0.230005643111706,0.0600019850485141,0.140003218630404,0.180004817410519,0.12999648446659
"ENSG00000034971",0.00999963910239443,-1.08929828490645e-08,-1.08929828490645e-08,0.0400009173779441,0.0199995176441048,-1.08929828490645e-08,-1.08929828490645e-08,0.0199995176441048,-1.08929828490645e-08,-1.08929828490645e-08,0.00999963910239443,0.140003218630404,0.0600019850485141,0.0400009173779441,0.0400009173779441,-1.08929828490645e-08,0.0199995176441048,0.49000172562106,3.75995749070999,3.27991905288457,1.96996205246489,5.72012949719649,0.520016150830449,0.62001499102767,0.690020300869277,2.81003223956788,0.539999812816941,2.28005305076893,2.05993642236614,3.06998188027422,12.7496598168473,0.780003002603051,7.09005359355894,0.76999852220468,3.58009303589732,2.29003579595951,0.360007321134089,0.979982972455252,0.200004541059568,0.259996072097614,8.44987075223761,4.15011816491518,1.79004303168513,8.57021662815263,4.02989443227005,4.50985214899711,2.58998380868201,9.08030732709535,2.04003369539746,7.30002995964218,7.92009565865836,3.13994787234653,0.189994102944288,5.08982685964553,4.8601579118975,1.99997064151284,0.279991812670302,1.81996096962275,0.62001499102767,0.440015112700933,0.479997066352972,3.37005461302154,1.36997284899953,2.1900159700563,2.09001005586357,2.89006290511903,0.659989839306393
"ENSG00000035499",2.1900159700563,7.18007584483293,1.53002729151019,0.900000617561454,2.70001190744472,5.44992095648206,5.08982685964553,1.51997875324101,2.04996091677076,0.789972805912032,9.17013315830516,3.38011714052157,4.00010918924807,2.14002256369278,1.86002830758789,0.599984629986704,2.88006058731922,0.0800019247705772,0.270006620285588,0.140003218630404,0.209997820234226,0.389989020394857,0.270006620285588,0.12999648446659,0.180004817410519,0.270006620285588,0.070001829049168,0.250007086426838,0.0999980959377491,0.0299997415975628,0.299992615978837,0.0199995176441048,0.23999915614479,0.180004817410519,0.159996362719471,0.270006620285588,0.0600019850485141,0.370002290777625,1.88993529860615,0.170003765654827,0.0899993468124429,0.170003765654827,0.149997859123288,-1.08929828490645e-08,0.230005643111706,0.200004541059568,0.979982972455252,0.56001062521089,0.12000176527429,0.0499985486239811,0.270006620285588,0.149997859123288,0.0199995176441048,0.180004817410519,0.200004541059568,0.200004541059568,0.200004541059568,0.290001803609458,0.209997820234226,0.159996362719471,0.159996362719471,0.189994102944288,0.0899993468124429,0.0499985486239811,0.250007086426838,0.159996362719471,0.189994102944288
"ENSG00000060718",8.97019393761608,17.7594964001464,23.6495200148583,148.610299130781,61.0016495493286,13.829678228896,117.448763656449,79.2523492619135,330.864257680441,10.0502289261492,2.25005296133814,70.898325630079,95.4309204340593,49.1108750720284,10.6402815298808,4.70010531367908,54.9890998077862,1.84001323726487,0.479997066352972,2.28005305076893,0.86000886685743,1.6100485820975,1.22997375231872,0.500006074241459,1.02001212570719,1.40998240735735,0.940021767145367,0.230005643111706,1.09003697870296,0.629994790734718,2.47996262224604,1.04002159768411,0.459987648068746,0.62001499102767,1.02001212570719,0.679987395248109,0.299992615978837,0.599984629986704,1.02001212570719,0.700006632830693,3.63008323175814,0.920017197435768,0.820026105473223,0.829988259880406,0.450000206761987,0.549990748383086,0.290001803609458,3.36002203256431,0.900000617561454,0.329999283681658,0.159996362719471,0.0999980959377491,1.48002911262837,0.829988259880406,0.0999980959377491,1.23999732009064,0.180004817410519,0.440015112700933,0.279991812670302,0.149997859123288,0.299992615978837,0.579995945145177,1.6100485820975,0.310002913324617,0.890001644741272,0.589987696079665,1.84999371938263
"ENSG00000066279",4.61006499078849,10.6801864263673,3.96999350176123,1.86998760372706,2.9099700578108,15.3195905119604,11.7898841578455,3.58009303589732,3.47011701319235,1.22003114516553,16.5597947029396,1.37998725005868,4.44004749389082,4.65987234516527,1.99000935534123,1.96001422400396,10.5799701023231,0.0899993468124429,0.209997820234226,0.0299997415975628,0.219997200593687,0.0800019247705772,0.0999980959377491,0.00999963910239443,0.070001829049168,0.319989942599089,0.0999980959377491,0.389989020394857,0.070001829049168,0.0199995176441048,0.409997065989814,0.0800019247705772,0.0800019247705772,0.109997570152457,0.070001829049168,0.0600019850485141,0.0499985486239811,0.479997066352972,1.34997408453564,0.250007086426838,0.339989684235451,0.0499985486239811,0.0999980959377491,0.12999648446659,0.209997820234226,0.070001829049168,0.900000617561454,0.170003765654827,0.070001829049168,0.0299997415975628,0.159996362719471,0.12000176527429,0.0499985486239811,0.149997859123288,0.0499985486239811,0.0999980959377491,0.0199995176441048,0.109997570152457,0.0499985486239811,0.070001829049168,0.189994102944288,0.0800019247705772,0.0800019247705772,0.0899993468124429,0.180004817410519,0.170003765654827,0.180004817410519
