"","empirical"
"1978","ENSG00000115641"
"1979","ENSG00000115648"
"1980","ENSG00000115649"
"1981","ENSG00000115657"
"1982","ENSG00000115661"
"1983","ENSG00000115665"
"1984","ENSG00000115687"
"1985","ENSG00000115738"
"1986","ENSG00000115756"
"1987","ENSG00000115758"
"1988","ENSG00000115760"
"1989","ENSG00000115808"
"1990","ENSG00000115825"
"1991","ENSG00000115827"
"1992","ENSG00000115840"
"1993","ENSG00000115850"
"1994","ENSG00000115866"
"1995","ENSG00000115875"
"1996","ENSG00000115896"
"1997","ENSG00000115904"
"1998","ENSG00000115919"
"1999","ENSG00000115935"
"2000","ENSG00000115942"
"2001","ENSG00000115947"
"2002","ENSG00000115963"
"2003","ENSG00000115966"
"2004","ENSG00000115970"
"2005","ENSG00000115977"
"2006","ENSG00000115993"
"2007","ENSG00000115998"
"2008","ENSG00000116017"
"2009","ENSG00000116035"
"2010","ENSG00000116039"
"2011","ENSG00000116044"
"2012","ENSG00000116095"
"2013","ENSG00000116106"
"2014","ENSG00000116117"
"2015","ENSG00000116132"
"2016","ENSG00000116141"
"2017","ENSG00000116151"
"2018","ENSG00000116157"
"2019","ENSG00000116176"
"2020","ENSG00000116205"
"2021","ENSG00000116251"
"2022","ENSG00000116254"
"2023","ENSG00000116266"
"2024","ENSG00000116273"
"2025","ENSG00000116337"
"2026","ENSG00000116353"
"2027","ENSG00000116473"
"2028","ENSG00000116497"
"2029","ENSG00000116525"
"2030","ENSG00000116539"
"2031","ENSG00000116544"
"2032","ENSG00000116580"
"2033","ENSG00000116584"
"2034","ENSG00000116604"
"2035","ENSG00000116641"
"2036","ENSG00000116649"
"2037","ENSG00000116661"
"2038","ENSG00000116667"
"2039","ENSG00000116668"
"2040","ENSG00000116670"
"2041","ENSG00000116675"
"2042","ENSG00000116679"
"2043","ENSG00000116688"
"2044","ENSG00000116690"
"2045","ENSG00000116691"
"2046","ENSG00000116711"
"2047","ENSG00000116729"
"2048","ENSG00000116761"
"2049","ENSG00000116774"
"2050","ENSG00000116783"
"2051","ENSG00000116791"
"2052","ENSG00000116815"
"2053","ENSG00000116830"
"2054","ENSG00000116852"
"2055","ENSG00000116871"
"2056","ENSG00000116874"
"2057","ENSG00000116922"
"2058","ENSG00000116954"
"2059","ENSG00000116984"
"2060","ENSG00000116991"
"2061","ENSG00000117000"
"2062","ENSG00000117010"
"2063","ENSG00000117016"
"2064","ENSG00000117020"
"2065","ENSG00000117054"
"2066","ENSG00000117069"
"2067","ENSG00000117090"
"2068","ENSG00000117114"
"2069","ENSG00000117115"
"2070","ENSG00000117151"
"2071","ENSG00000117154"
"2072","ENSG00000117174"
"2073","ENSG00000117226"
"2074","ENSG00000117228"
"2075","ENSG00000117242"
"2076","ENSG00000117266"
"2077","ENSG00000117280"
"2078","ENSG00000117281"
"2079","ENSG00000117298"
"2080","ENSG00000117305"
"2081","ENSG00000117335"
"2082","ENSG00000117360"
"2083","ENSG00000117385"
"2084","ENSG00000117477"
"2085","ENSG00000117479"
"2086","ENSG00000117480"
"2087","ENSG00000117500"
"2088","ENSG00000117519"
"2089","ENSG00000117533"
"2090","ENSG00000117592"
"2091","ENSG00000117594"
"2092","ENSG00000117600"
"2093","ENSG00000117614"
"2094","ENSG00000117625"
"2095","ENSG00000117643"
"2096","ENSG00000117682"
"2097","ENSG00000117758"
"2098","ENSG00000117791"
"2099","ENSG00000117868"
"2100","ENSG00000117971"
"2101","ENSG00000118004"
"2102","ENSG00000118007"
"2103","ENSG00000118096"
"2104","ENSG00000118113"
"2105","ENSG00000118137"
"2106","ENSG00000118156"
"2107","ENSG00000118160"
"2108","ENSG00000118162"
"2109","ENSG00000118181"
"2110","ENSG00000118194"
"2111","ENSG00000118197"
"2112","ENSG00000118200"
"2113","ENSG00000118246"
"2114","ENSG00000118257"
"2115","ENSG00000118260"
"2116","ENSG00000118276"
"2117","ENSG00000118292"
"2118","ENSG00000118307"
"2119","ENSG00000118308"
"2120","ENSG00000118322"
"2121","ENSG00000118369"
"2122","ENSG00000118402"
"2123","ENSG00000118407"
"2124","ENSG00000118412"
"2125","ENSG00000118418"
"2126","ENSG00000118420"
"2127","ENSG00000118454"
"2128","ENSG00000118473"
"2129","ENSG00000118482"
"2130","ENSG00000118496"
"2131","ENSG00000118503"
"2132","ENSG00000118507"
"2133","ENSG00000118508"
"2134","ENSG00000118514"
"2135","ENSG00000118523"
"2136","ENSG00000118564"
"2137","ENSG00000118600"
"2138","ENSG00000118620"
"2139","ENSG00000118689"
"2140","ENSG00000118690"
"2141","ENSG00000118702"
"2142","ENSG00000118777"
"2143","ENSG00000118849"
"2144","ENSG00000118922"
"2145","ENSG00000118960"
"2146","ENSG00000118961"
"2147","ENSG00000118965"
"2148","ENSG00000118971"
"2149","ENSG00000118985"
"2150","ENSG00000118997"
"2151","ENSG00000119041"
"2152","ENSG00000119042"
"2153","ENSG00000119048"
"2154","ENSG00000119139"
"2155","ENSG00000119231"
"2156","ENSG00000119280"
"2157","ENSG00000119283"
"2158","ENSG00000119321"
"2159","ENSG00000119326"
"2160","ENSG00000119397"
"2161","ENSG00000119402"
"2162","ENSG00000119403"
"2163","ENSG00000119431"
"2164","ENSG00000119457"
"2165","ENSG00000119508"
"2166","ENSG00000119509"
"2167","ENSG00000119514"
"2168","ENSG00000119522"
"2169","ENSG00000119535"
"2170","ENSG00000119537"
"2171","ENSG00000119559"
"2172","ENSG00000119574"
"2173","ENSG00000119596"
"2174","ENSG00000119599"
"2175","ENSG00000119630"
"2176","ENSG00000119632"
"2177","ENSG00000119636"
"2178","ENSG00000119640"
"2179","ENSG00000119650"
"2180","ENSG00000119655"
"2181","ENSG00000119673"
"2182","ENSG00000119681"
"2183","ENSG00000119686"
"2184","ENSG00000119698"
"2185","ENSG00000119703"
"2186","ENSG00000119711"
"2187","ENSG00000119715"
"2188","ENSG00000119718"
"2189","ENSG00000119723"
"2190","ENSG00000119772"
"2191","ENSG00000119777"
"2192","ENSG00000119778"
"2193","ENSG00000119787"
"2194","ENSG00000119801"
"2195","ENSG00000119820"
"2196","ENSG00000119862"
"2197","ENSG00000119866"
"2198","ENSG00000119899"
"2199","ENSG00000119900"
"2200","ENSG00000119906"
"2201","ENSG00000119915"
"2202","ENSG00000119938"
"2203","ENSG00000119946"
"2204","ENSG00000119953"
"2205","ENSG00000119965"
"2206","ENSG00000120029"
"2207","ENSG00000120051"
"2208","ENSG00000120055"
"2209","ENSG00000120068"
"2210","ENSG00000120071"
"2211","ENSG00000120075"
"2212","ENSG00000120088"
"2213","ENSG00000120093"
"2214","ENSG00000120158"
"2215","ENSG00000120217"
"2216","ENSG00000120251"
"2217","ENSG00000120253"
"2218","ENSG00000120254"
"2219","ENSG00000120289"
"2220","ENSG00000120306"
"2221","ENSG00000120314"
"2222","ENSG00000120322"
"2223","ENSG00000120324"
"2224","ENSG00000120327"
"2225","ENSG00000120332"
"2226","ENSG00000120370"
"2227","ENSG00000120451"
"2228","ENSG00000120519"
"2229","ENSG00000120549"
"2230","ENSG00000120594"
"2231","ENSG00000120658"
"2232","ENSG00000120659"
"2233","ENSG00000120669"
"2234","ENSG00000120685"
"2235","ENSG00000120686"
"2236","ENSG00000120690"
"2237","ENSG00000120708"
"2238","ENSG00000120709"
"2239","ENSG00000120733"
"2240","ENSG00000120738"
"2241","ENSG00000120800"
"2242","ENSG00000120820"
"2243","ENSG00000120837"
"2244","ENSG00000120860"
"2245","ENSG00000120868"
"2246","ENSG00000120875"
"2247","ENSG00000120885"
"2248","ENSG00000120899"
"2249","ENSG00000120913"
"2250","ENSG00000120915"
"2251","ENSG00000120925"
"2252","ENSG00000120948"
"2253","ENSG00000120963"
"2254","ENSG00000121005"
"2255","ENSG00000121039"
"2256","ENSG00000121057"
"2257","ENSG00000121060"
"2258","ENSG00000121064"
"2259","ENSG00000121101"
"2260","ENSG00000121104"
"2261","ENSG00000121207"
"2262","ENSG00000121210"
"2263","ENSG00000121236"
"2264","ENSG00000121274"
"2265","ENSG00000121281"
"2266","ENSG00000121316"
"2267","ENSG00000121350"
"2268","ENSG00000121380"
"2269","ENSG00000121390"
"2270","ENSG00000121406"
"2271","ENSG00000121410"
"2272","ENSG00000121552"
"2273","ENSG00000121653"
"2274","ENSG00000121680"
"2275","ENSG00000121741"
"2276","ENSG00000121749"
"2277","ENSG00000121769"
"2278","ENSG00000121775"
"2279","ENSG00000121797"
"2280","ENSG00000121807"
"2281","ENSG00000121851"
"2282","ENSG00000121858"
"2283","ENSG00000121864"
"2284","ENSG00000121879"
"2285","ENSG00000121897"
"2286","ENSG00000121898"
"2287","ENSG00000121903"
"2288","ENSG00000121905"
"2289","ENSG00000121933"
"2290","ENSG00000121940"
"2291","ENSG00000121964"
"2292","ENSG00000121966"
"2293","ENSG00000122008"
"2294","ENSG00000122012"
"2295","ENSG00000122033"
"2296","ENSG00000122042"
"2297","ENSG00000122133"
"2298","ENSG00000122136"
"2299","ENSG00000122140"
"2300","ENSG00000122176"
"2301","ENSG00000122188"
"2302","ENSG00000122223"
"2303","ENSG00000122254"
"2304","ENSG00000122257"
"2305","ENSG00000122335"
"2306","ENSG00000122359"
"2307","ENSG00000122386"
"2308","ENSG00000122406"
"2309","ENSG00000122481"
"2310","ENSG00000122482"
"2311","ENSG00000122483"
"2312","ENSG00000122507"
"2313","ENSG00000122545"
"2314","ENSG00000122550"
"2315","ENSG00000122557"
"2316","ENSG00000122566"
"2317","ENSG00000122574"
"2318","ENSG00000122642"
"2319","ENSG00000122679"
"2320","ENSG00000122694"
"2321","ENSG00000122705"
"2322","ENSG00000122733"
"2323","ENSG00000122735"
"2324","ENSG00000122783"
"2325","ENSG00000122824"
"2326","ENSG00000122862"
"2327","ENSG00000122877"
"2328","ENSG00000122912"
"2329","ENSG00000122970"
"2330","ENSG00000122986"
"2331","ENSG00000123064"
"2332","ENSG00000123066"
"2333","ENSG00000123091"
"2334","ENSG00000123094"
"2335","ENSG00000123095"
"2336","ENSG00000123096"
"2337","ENSG00000123104"
"2338","ENSG00000123119"
"2339","ENSG00000123130"
"2340","ENSG00000123136"
"2341","ENSG00000123143"
"2342","ENSG00000123144"
"2343","ENSG00000123146"
"2344","ENSG00000123154"
"2345","ENSG00000123178"
"2346","ENSG00000123179"
"2347","ENSG00000123200"
"2348","ENSG00000123240"
"2349","ENSG00000123268"
"2350","ENSG00000123329"
"2351","ENSG00000123349"
"2352","ENSG00000123374"
"2353","ENSG00000123405"
"2354","ENSG00000123411"
"2355","ENSG00000123427"
"2356","ENSG00000123453"
"2357","ENSG00000123496"
"2358","ENSG00000123505"
"2359","ENSG00000123545"
"2360","ENSG00000123560"
"2361","ENSG00000123570"
"2362","ENSG00000123572"
"2363","ENSG00000123575"
"2364","ENSG00000123595"
"2365","ENSG00000123607"
"2366","ENSG00000123636"
"2367","ENSG00000123643"
"2368","ENSG00000123685"
"2369","ENSG00000123700"
"2370","ENSG00000123737"
"2371","ENSG00000123810"
"2372","ENSG00000123815"
"2373","ENSG00000123836"
"2374","ENSG00000123870"
"2375","ENSG00000123901"
"2376","ENSG00000123908"
"2377","ENSG00000123933"
"2378","ENSG00000123965"
"2379","ENSG00000123992"
"2380","ENSG00000123999"
"2381","ENSG00000124102"
"2382","ENSG00000124107"
"2383","ENSG00000124134"
"2384","ENSG00000124151"
"2385","ENSG00000124159"
"2386","ENSG00000124177"
"2387","ENSG00000124191"
"2388","ENSG00000124193"
"2389","ENSG00000124203"
"2390","ENSG00000124208"
"2391","ENSG00000124216"
"2392","ENSG00000124228"
"2393","ENSG00000124237"
"2394","ENSG00000124256"
"2395","ENSG00000124275"
"2396","ENSG00000124299"
"2397","ENSG00000124313"
"2398","ENSG00000124343"
"2399","ENSG00000124357"
"2400","ENSG00000124370"
"2401","ENSG00000124374"
"2402","ENSG00000124380"
"2403","ENSG00000124406"
"2404","ENSG00000124422"
"2405","ENSG00000124429"
"2406","ENSG00000124444"
"2407","ENSG00000124459"
"2408","ENSG00000124491"
"2409","ENSG00000124508"
"2410","ENSG00000124523"
"2411","ENSG00000124570"
"2412","ENSG00000124575"
"2413","ENSG00000124587"
"2414","ENSG00000124588"
"2415","ENSG00000124596"
"2416","ENSG00000124602"
"2417","ENSG00000124608"
"2418","ENSG00000124613"
"2419","ENSG00000124614"
"2420","ENSG00000124702"
"2421","ENSG00000124713"
"2422","ENSG00000124749"
"2423","ENSG00000124762"
"2424","ENSG00000124772"
"2425","ENSG00000124780"
"2426","ENSG00000124782"
"2427","ENSG00000124784"
"2428","ENSG00000124788"
"2429","ENSG00000124789"
"2430","ENSG00000124795"
"2431","ENSG00000124813"
"2432","ENSG00000124839"
"2433","ENSG00000124875"
"2434","ENSG00000124882"
"2435","ENSG00000124920"
"2436","ENSG00000124935"
"2437","ENSG00000124939"
"2438","ENSG00000124942"
"2439","ENSG00000125046"
"2440","ENSG00000125144"
"2441","ENSG00000125149"
"2442","ENSG00000125170"
"2443","ENSG00000125246"
"2444","ENSG00000125266"
"2445","ENSG00000125347"
"2446","ENSG00000125351"
"2447","ENSG00000125352"
"2448","ENSG00000125378"
"2449","ENSG00000125384"
"2450","ENSG00000125388"
"2451","ENSG00000125398"
"2452","ENSG00000125409"
"2453","ENSG00000125430"
"2454","ENSG00000125434"
"2455","ENSG00000125450"
"2456","ENSG00000125458"
"2457","ENSG00000125459"
"2458","ENSG00000125462"
"2459","ENSG00000125482"
"2460","ENSG00000125485"
"2461","ENSG00000125510"
"2462","ENSG00000125520"
"2463","ENSG00000125531"
"2464","ENSG00000125618"
"2465","ENSG00000125629"
"2466","ENSG00000125651"
"2467","ENSG00000125652"
"2468","ENSG00000125656"
"2469","ENSG00000125657"
"2470","ENSG00000125675"
"2471","ENSG00000125676"
"2472","ENSG00000125691"
"2473","ENSG00000125734"
"2474","ENSG00000125740"
"2475","ENSG00000125744"
"2476","ENSG00000125746"
"2477","ENSG00000125755"
"2478","ENSG00000125775"
"2479","ENSG00000125780"
"2480","ENSG00000125810"
"2481","ENSG00000125814"
"2482","ENSG00000125817"
"2483","ENSG00000125821"
"2484","ENSG00000125826"
"2485","ENSG00000125827"
"2486","ENSG00000125848"
"2487","ENSG00000125850"
"2488","ENSG00000125851"
"2489","ENSG00000125871"
"2490","ENSG00000125875"
"2491","ENSG00000125877"
"2492","ENSG00000125895"
"2493","ENSG00000125901"
"2494","ENSG00000125910"
"2495","ENSG00000125912"
"2496","ENSG00000125931"
"2497","ENSG00000125945"
"2498","ENSG00000125952"
"2499","ENSG00000125954"
"2500","ENSG00000125962"
"2501","ENSG00000125965"
"2502","ENSG00000125966"
"2503","ENSG00000125967"
"2504","ENSG00000126005"
"2505","ENSG00000126012"
"2506","ENSG00000126016"
"2507","ENSG00000126062"
"2508","ENSG00000126070"
"2509","ENSG00000126088"
"2510","ENSG00000126106"
"2511","ENSG00000126107"
"2512","ENSG00000126216"
"2513","ENSG00000126226"
"2514","ENSG00000126233"
"2515","ENSG00000126243"
"2516","ENSG00000126246"
"2517","ENSG00000126254"
"2518","ENSG00000126259"
"2519","ENSG00000126261"
"2520","ENSG00000126262"
"2521","ENSG00000126353"
"2522","ENSG00000126391"
"2523","ENSG00000126432"
"2524","ENSG00000126457"
"2525","ENSG00000126461"
"2526","ENSG00000126464"
"2527","ENSG00000126522"
"2528","ENSG00000126524"
"2529","ENSG00000126545"
"2530","ENSG00000126562"
"2531","ENSG00000126602"
"2532","ENSG00000126603"
"2533","ENSG00000126653"
"2534","ENSG00000126746"
"2535","ENSG00000126749"
"2536","ENSG00000126756"
"2537","ENSG00000126773"
"2538","ENSG00000126804"
"2539","ENSG00000126821"
"2540","ENSG00000126858"
"2541","ENSG00000126878"
"2542","ENSG00000126883"
"2543","ENSG00000126903"
"2544","ENSG00000126934"
"2545","ENSG00000126947"
"2546","ENSG00000126950"
"2547","ENSG00000126970"
"2548","ENSG00000127074"
"2549","ENSG00000127081"
"2550","ENSG00000127083"
"2551","ENSG00000127124"
"2552","ENSG00000127129"
"2553","ENSG00000127152"
"2554","ENSG00000127220"
"2555","ENSG00000127249"
"2556","ENSG00000127252"
"2557","ENSG00000127311"
"2558","ENSG00000127314"
"2559","ENSG00000127324"
"2560","ENSG00000127445"
"2561","ENSG00000127481"
"2562","ENSG00000127507"
"2563","ENSG00000127580"
"2564","ENSG00000127586"
"2565","ENSG00000127603"
"2566","ENSG00000127663"
"2567","ENSG00000127666"
"2568","ENSG00000127720"
"2569","ENSG00000127743"
"2570","ENSG00000127774"
"2571","ENSG00000127804"
"2572","ENSG00000127824"
"2573","ENSG00000127831"
"2574","ENSG00000127837"
"2575","ENSG00000127863"
"2576","ENSG00000127884"
"2577","ENSG00000127903"
"2578","ENSG00000127914"
"2579","ENSG00000127947"
"2580","ENSG00000127948"
"2581","ENSG00000127951"
"2582","ENSG00000127954"
"2583","ENSG00000127980"
"2584","ENSG00000127989"
"2585","ENSG00000127990"
"2586","ENSG00000127993"
"2587","ENSG00000127995"
"2588","ENSG00000128011"
"2589","ENSG00000128228"
"2590","ENSG00000128266"
"2591","ENSG00000128283"
"2592","ENSG00000128294"
"2593","ENSG00000128298"
"2594","ENSG00000128309"
"2595","ENSG00000128311"
"2596","ENSG00000128335"
"2597","ENSG00000128342"
"2598","ENSG00000128346"
"2599","ENSG00000128383"
"2600","ENSG00000128394"
"2601","ENSG00000128487"
"2602","ENSG00000128510"
"2603","ENSG00000128512"
"2604","ENSG00000128534"
"2605","ENSG00000128536"
"2606","ENSG00000128567"
"2607","ENSG00000128578"
"2608","ENSG00000128585"
"2609","ENSG00000128590"
"2610","ENSG00000128602"
"2611","ENSG00000128604"
"2612","ENSG00000128606"
"2613","ENSG00000128641"
"2614","ENSG00000128645"
"2615","ENSG00000128655"
"2616","ENSG00000128656"
"2617","ENSG00000128683"
"2618","ENSG00000128694"
"2619","ENSG00000128731"
"2620","ENSG00000128739"
"2621","ENSG00000128805"
"2622","ENSG00000128833"
"2623","ENSG00000128849"
"2624","ENSG00000128891"
"2625","ENSG00000128908"
"2626","ENSG00000128915"
"2627","ENSG00000128923"
"2628","ENSG00000128928"
"2629","ENSG00000128951"
"2630","ENSG00000128965"
"2631","ENSG00000129003"
"2632","ENSG00000129007"
"2633","ENSG00000129009"
"2634","ENSG00000129048"
"2635","ENSG00000129071"
"2636","ENSG00000129116"
"2637","ENSG00000129151"
"2638","ENSG00000129158"
"2639","ENSG00000129159"
"2640","ENSG00000129167"
"2641","ENSG00000129187"
"2642","ENSG00000129194"
"2643","ENSG00000129245"
"2644","ENSG00000129250"
"2645","ENSG00000129292"
"2646","ENSG00000129315"
"2647","ENSG00000129347"
"2648","ENSG00000129351"
"2649","ENSG00000129353"
"2650","ENSG00000129422"
"2651","ENSG00000129437"
"2652","ENSG00000129450"
"2653","ENSG00000129451"
"2654","ENSG00000129455"
"2655","ENSG00000129460"
"2656","ENSG00000129465"
"2657","ENSG00000129472"
"2658","ENSG00000129474"
"2659","ENSG00000129518"
"2660","ENSG00000129534"
"2661","ENSG00000129535"
"2662","ENSG00000129538"
"2663","ENSG00000129566"
"2664","ENSG00000129595"
"2665","ENSG00000129646"
"2666","ENSG00000129667"
"2667","ENSG00000129675"
"2668","ENSG00000129682"
"2669","ENSG00000129749"
"2670","ENSG00000129910"
"2671","ENSG00000129932"
"2672","ENSG00000129951"
"2673","ENSG00000129988"
"2674","ENSG00000129991"
"2675","ENSG00000129993"
"2676","ENSG00000130005"
"2677","ENSG00000130023"
"2678","ENSG00000130035"
"2679","ENSG00000130037"
"2680","ENSG00000130038"
"2681","ENSG00000130045"
"2682","ENSG00000130066"
"2683","ENSG00000130150"
"2684","ENSG00000130159"
"2685","ENSG00000130164"
"2686","ENSG00000130175"
"2687","ENSG00000130177"
"2688","ENSG00000130201"
"2689","ENSG00000130203"
"2690","ENSG00000130222"
"2691","ENSG00000130227"
"2692","ENSG00000130234"
"2693","ENSG00000130244"
"2694","ENSG00000130255"
"2695","ENSG00000130270"
"2696","ENSG00000130299"
"2697","ENSG00000130305"
"2698","ENSG00000130309"
"2699","ENSG00000130311"
"2700","ENSG00000130312"
"2701","ENSG00000130313"
"2702","ENSG00000130332"
"2703","ENSG00000130340"
"2704","ENSG00000130382"
"2705","ENSG00000130396"
"2706","ENSG00000130402"
"2707","ENSG00000130413"
"2708","ENSG00000130414"
"2709","ENSG00000130433"
"2710","ENSG00000130449"
"2711","ENSG00000130475"
"2712","ENSG00000130479"
"2713","ENSG00000130508"
"2714","ENSG00000130511"
"2715","ENSG00000130513"
"2716","ENSG00000130517"
"2717","ENSG00000130529"
"2718","ENSG00000130540"
"2719","ENSG00000130558"
"2720","ENSG00000130559"
"2721","ENSG00000130560"
"2722","ENSG00000130592"
"2723","ENSG00000130600"
"2724","ENSG00000130612"
"2725","ENSG00000130640"
"2726","ENSG00000130699"
"2727","ENSG00000130700"
"2728","ENSG00000130701"
"2729","ENSG00000130703"
"2730","ENSG00000130707"
"2731","ENSG00000130713"
"2732","ENSG00000130717"
"2733","ENSG00000130723"
"2734","ENSG00000130731"
"2735","ENSG00000130734"
"2736","ENSG00000130748"
"2737","ENSG00000130751"
"2738","ENSG00000130755"
"2739","ENSG00000130762"
"2740","ENSG00000130764"
"2741","ENSG00000130766"
"2742","ENSG00000130775"
"2743","ENSG00000130779"
"2744","ENSG00000130803"
"2745","ENSG00000130810"
"2746","ENSG00000130811"
"2747","ENSG00000130818"
"2748","ENSG00000130821"
"2749","ENSG00000130822"
"2750","ENSG00000130827"
"2751","ENSG00000130829"
"2752","ENSG00000130830"
"2753","ENSG00000130856"
"2754","ENSG00000130921"
"2755","ENSG00000130939"
"2756","ENSG00000130940"
"2757","ENSG00000130958"
"2758","ENSG00000130962"
"2759","ENSG00000130997"
"2760","ENSG00000131013"
"2761","ENSG00000131019"
"2762","ENSG00000131023"
"2763","ENSG00000131037"
"2764","ENSG00000131042"
"2765","ENSG00000131044"
"2766","ENSG00000131061"
"2767","ENSG00000131089"
"2768","ENSG00000131094"
"2769","ENSG00000131096"
"2770","ENSG00000131100"
"2771","ENSG00000131115"
"2772","ENSG00000131116"
"2773","ENSG00000131143"
"2774","ENSG00000131148"
"2775","ENSG00000131149"
"2776","ENSG00000131165"
"2777","ENSG00000131188"
"2778","ENSG00000131196"
"2779","ENSG00000131269"
"2780","ENSG00000131323"
"2781","ENSG00000131373"
"2782","ENSG00000131374"
"2783","ENSG00000131375"
"2784","ENSG00000131378"
"2785","ENSG00000131381"
"2786","ENSG00000131389"
"2787","ENSG00000131398"
"2788","ENSG00000131408"
"2789","ENSG00000131446"
"2790","ENSG00000131469"
"2791","ENSG00000131470"
"2792","ENSG00000131503"
"2793","ENSG00000131620"
"2794","ENSG00000131626"
"2795","ENSG00000131652"
"2796","ENSG00000131668"
"2797","ENSG00000131686"
"2798","ENSG00000131711"
"2799","ENSG00000131725"
"2800","ENSG00000131732"
"2801","ENSG00000131748"
"2802","ENSG00000131771"
"2803","ENSG00000131773"
"2804","ENSG00000131778"
"2805","ENSG00000131781"
"2806","ENSG00000131788"
"2807","ENSG00000131828"
"2808","ENSG00000131848"
"2809","ENSG00000131849"
"2810","ENSG00000131873"
"2811","ENSG00000131876"
"2812","ENSG00000131899"
"2813","ENSG00000131914"
"2814","ENSG00000131941"
"2815","ENSG00000131966"
"2816","ENSG00000131979"
"2817","ENSG00000131981"
"2818","ENSG00000132000"
"2819","ENSG00000132003"
"2820","ENSG00000132005"
"2821","ENSG00000132010"
"2822","ENSG00000132016"
"2823","ENSG00000132122"
"2824","ENSG00000132128"
"2825","ENSG00000132141"
"2826","ENSG00000132153"
"2827","ENSG00000132155"
"2828","ENSG00000132164"
"2829","ENSG00000132196"
"2830","ENSG00000132207"
"2831","ENSG00000132254"
"2832","ENSG00000132256"
"2833","ENSG00000132275"
"2834","ENSG00000132300"
"2835","ENSG00000132321"
"2836","ENSG00000132326"
"2837","ENSG00000132330"
"2838","ENSG00000132361"
"2839","ENSG00000132394"
"2840","ENSG00000132405"
"2841","ENSG00000132406"
"2842","ENSG00000132423"
"2843","ENSG00000132429"
"2844","ENSG00000132437"
"2845","ENSG00000132465"
"2846","ENSG00000132466"
"2847","ENSG00000132471"
"2848","ENSG00000132481"
"2849","ENSG00000132514"
"2850","ENSG00000132517"
"2851","ENSG00000132518"
"2852","ENSG00000132530"
"2853","ENSG00000132549"
"2854","ENSG00000132554"
"2855","ENSG00000132563"
"2856","ENSG00000132570"
"2857","ENSG00000132589"
"2858","ENSG00000132604"
"2859","ENSG00000132612"
"2860","ENSG00000132613"
"2861","ENSG00000132639"
"2862","ENSG00000132640"
"2863","ENSG00000132661"
"2864","ENSG00000132669"
"2865","ENSG00000132670"
"2866","ENSG00000132688"
"2867","ENSG00000132692"
"2868","ENSG00000132694"
"2869","ENSG00000132704"
"2870","ENSG00000132718"
"2871","ENSG00000132740"
"2872","ENSG00000132744"
"2873","ENSG00000132768"
"2874","ENSG00000132773"
"2875","ENSG00000132780"
"2876","ENSG00000132819"
"2877","ENSG00000132823"
"2878","ENSG00000132824"
"2879","ENSG00000132846"
"2880","ENSG00000132849"
"2881","ENSG00000132854"
"2882","ENSG00000132874"
"2883","ENSG00000132881"
"2884","ENSG00000132938"
"2885","ENSG00000132952"
"2886","ENSG00000132953"
"2887","ENSG00000132964"
"2888","ENSG00000132965"
"2889","ENSG00000132967"
"2890","ENSG00000132975"
"2891","ENSG00000133019"
"2892","ENSG00000133026"
"2893","ENSG00000133028"
"2894","ENSG00000133048"
"2895","ENSG00000133056"
"2896","ENSG00000133063"
"2897","ENSG00000133065"
"2898","ENSG00000133067"
"2899","ENSG00000133069"
"2900","ENSG00000133083"
"2901","ENSG00000133101"
"2902","ENSG00000133107"
"2903","ENSG00000133112"
"2904","ENSG00000133114"
"2905","ENSG00000133121"
"2906","ENSG00000133134"
"2907","ENSG00000133135"
"2908","ENSG00000133138"
"2909","ENSG00000133142"
"2910","ENSG00000133169"
"2911","ENSG00000133243"
"2912","ENSG00000133247"
"2913","ENSG00000133256"
"2914","ENSG00000133265"
"2915","ENSG00000133315"
"2916","ENSG00000133316"
"2917","ENSG00000133398"
"2918","ENSG00000133424"
"2919","ENSG00000133433"
"2920","ENSG00000133454"
"2921","ENSG00000133477"
"2922","ENSG00000133488"
"2923","ENSG00000133574"
"2924","ENSG00000133627"
"2925","ENSG00000133636"
"2926","ENSG00000133639"
"2927","ENSG00000133640"
"2928","ENSG00000133641"
"2929","ENSG00000133661"
"2930","ENSG00000133710"
"2931","ENSG00000133731"
"2932","ENSG00000133740"
"2933","ENSG00000133773"
"2934","ENSG00000133789"
"2935","ENSG00000133812"
"2936","ENSG00000133818"
"2937","ENSG00000133835"
"2938","ENSG00000133863"
"2939","ENSG00000133884"
"2940","ENSG00000133895"
"2941","ENSG00000133943"
"2942","ENSG00000133958"
"2943","ENSG00000133962"
"2944","ENSG00000133997"
"2945","ENSG00000134014"
"2946","ENSG00000134020"
"2947","ENSG00000134042"
"2948","ENSG00000134046"
"2949","ENSG00000134070"
"2950","ENSG00000134107"
"2951","ENSG00000134146"
"2952","ENSG00000134184"
"2953","ENSG00000134198"
"2954","ENSG00000134202"
"2955","ENSG00000134207"
"2956","ENSG00000134240"
"2957","ENSG00000134242"
"2958","ENSG00000134250"
"2959","ENSG00000134253"
"2960","ENSG00000134255"
"2961","ENSG00000134256"
"2962","ENSG00000134258"
"2963","ENSG00000134265"
"2964","ENSG00000134278"
"2965","ENSG00000134283"
"2966","ENSG00000134285"
"2967","ENSG00000134294"
"2968","ENSG00000134297"
"2969","ENSG00000134313"
"2970","ENSG00000134317"
"2971","ENSG00000134330"
"2972","ENSG00000134343"
"2973","ENSG00000134352"
"2974","ENSG00000134363"
"2975","ENSG00000134369"
"2976","ENSG00000134419"
