"","pert_iname","mean","n","median","sd","sRGES"
"1953","BRD-K73542906",-0.540550286623036,1,-0.540550286623036,NA,-0.540550286623036
"1954","BRD-K30794866",-0.540221651413506,2,-0.540221651413506,0.213155887345201,-0.540221651413506
"1955","BRD-K45223163",-0.540192269376508,1,-0.540192269376508,NA,-0.540192269376508
"1956","BRD-K06905668",-0.540185949364263,1,-0.540185949364263,NA,-0.540185949364263
"1957","BRD-K98123586",-0.540109999672914,1,-0.540109999672914,NA,-0.540109999672914
"1958","BRD-K84120458",-0.540074519426094,2,-0.540074519426094,0.336724324456207,-0.540074519426094
"1959","BRD-K50230035",-0.540039482784119,1,-0.540039482784119,NA,-0.540039482784119
"1960","BRD-K74211371",-0.539783637259815,2,-0.539783637259815,0.161369351163828,-0.539783637259815
"1961","BRD-K58469266",-0.53961638145135,1,-0.53961638145135,NA,-0.53961638145135
"1962","BRD-K12642652",-0.539451842044162,1,-0.539451842044162,NA,-0.539451842044162
"1963","BRD-K89114227",-0.53933431389617,1,-0.53933431389617,NA,-0.53933431389617
"1964","BRD-K55543534",-0.539310808266572,1,-0.539310808266572,NA,-0.539310808266572
"1965","SA-1921996",-0.53924734640346,2,-0.53924734640346,0.132359587724011,-0.53924734640346
"1966","BRD-K06228572",-0.539169774488982,1,-0.539169774488982,NA,-0.539169774488982
"1967","BRD-K95437400",-0.539016987896593,1,-0.539016987896593,NA,-0.539016987896593
"1968","AG-592",-0.53899121942011,17,-0.513647687670196,0.116748914261057,-0.53899121942011
"1969","BRD-K11880681",-0.538881386921557,1,-0.538881386921557,NA,-0.538881386921557
"1970","BRD-K25050358",-0.538841601141699,6,-0.669984479610859,0.432673952566702,-0.538841601141699
"1971","BRD-K99055802",-0.538746673156213,1,-0.538746673156213,NA,-0.538746673156213
"1972","BRD-K38498572",-0.538723167526615,1,-0.538723167526615,NA,-0.538723167526615
"1973","BRD-K34937870",-0.53837058308264,1,-0.53837058308264,NA,-0.53837058308264
"1974","BRD-K55659732",-0.538323571823444,1,-0.538323571823444,NA,-0.538323571823444
"1975","BRD-K25768791",-0.538229549305051,1,-0.538229549305051,NA,-0.538229549305051
"1976","BRD-K43683841",-0.538228093087292,3,-0.530677516314156,0.16273044522327,-0.538228093087292
"1977","BRD-K71271296",-0.538112021157059,1,-0.538112021157059,NA,-0.538112021157059
"1978","BRD-K59578981",-0.538076762712662,1,-0.538076762712662,NA,-0.538076762712662
"1979","BRD-K94719962",-0.538058689885617,1,-0.538058689885617,NA,-0.538058689885617
"1980","BRD-K27525788",-0.538017998638666,1,-0.538017998638666,NA,-0.538017998638666
"1981","BRD-K31175437",-0.537940080790016,8,-0.631752573069242,0.312855215338946,-0.537940080790016
"1982","BRD-K74951051",-0.537777905422055,7,-0.695294166280816,0.365482424651748,-0.537777905422055
"1983","SA-1472321",-0.537594453701051,2,-0.537594453701051,0.00625780276700616,-0.537594453701051
"1984","BRD-K73428213",-0.537336335380316,1,-0.537336335380316,NA,-0.537336335380316
"1985","BRD-K23211153",-0.537301076935918,1,-0.537301076935918,NA,-0.537301076935918
"1986","BRD-K69672581",-0.537148290343529,1,-0.537148290343529,NA,-0.537148290343529
"1987","BRD-A06779035",-0.53707104756489,1,-0.53707104756489,NA,-0.53707104756489
"1988","BRD-K66658536",-0.536600315353519,4,-0.572906229369926,0.30469862852411,-0.536600315353519
"1989","nifuroxazide",-0.536538432304204,3,-0.461018582999627,0.171904757038241,-0.536538432304204
"1990","BRD-K17507122",-0.536354975344587,1,-0.536354975344587,NA,-0.536354975344587
